"","Airradians_TranscriptID","blastxEval_CvirgTranscriptID","blastxEval_CvirgProteinID","blastxEval_CvirgGeneID","blastxEval_CvirgGOterms","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","Ai21","Ai22","Ai23","Ai24","Ai25","Ai26","Ai27","Ai28","Ai29","Ai30","Ai31","Ai32","Ai33","Ai34","Ai35","Ai36","Ai38","Ai39","Ai40"
"621","evm.model.Contig1427.8",NA,NA,NA,NA,8.93349785443786,-0.369450334885862,1.29362972937539,-0.28559202567511,0.775190611783949,0.996979118668927,0,15.606321667618,0,40.4894242553282,0,12.9381892339885,0,0,12.9955012571734,17.9947499226528,10.2380531097138,10.7931282783127,10.4400495538757,13.6289202137154,0,0,0,10.5592802976683,14.0528414442724
"649","evm.model.Contig144.158","XM_022470359.1","failed axon connections homolog","LOC111126006","",12.2697124025555,-0.691419125423299,2.48748407682539,-0.277959216649825,0.781043665894263,0.996979118668927,59.8116872006761,48.7697552113062,22.6479747981885,0,0,0,0,18.5081472897158,0,0,35.8331858839982,0,0,0,0,47.5537852646694,0,0,0
"966","evm.model.Contig228.122","XM_022452973.1","ATP synthase subunit beta, mitochondrial","LOC111114597","GO:0005622;GO:0009058;GO:0016887;GO:0022857;GO:0032991;GO:0034641;GO:0043167;GO:0044281",5362.86352807665,0.0383568528242729,0.132457951211677,0.289577578947873,0.772139421802389,0.996979118668927,5401.45544412259,4547.29197590219,4651.17882434375,7163.59138637395,5249.19080439051,5579.13202897063,5271.84438119119,5887.4416528586,5590.0648484703,3610.31508974487,4345.20037398102,6738.50975509324,4374.38076307391,5314.14313999786,7626.0292472456,4513.12339398655,5506.44175678224,4104.68023207544,6420.39193485197
"999","evm.model.Contig234.37","XM_022490158.1","probable deferrochelatase/peroxidase YfeX","LOC111138280","GO:0006950;GO:0016491",456.386247916452,0.049958581851894,0.180046466515296,0.277476047260554,0.781414595532927,0.996979118668927,386.475517296676,285.790765538255,426.735525144814,475.750735000107,600.881832671046,405.704648122927,559.030440272191,615.39589738305,419.854656000988,312.540393393444,298.609882366652,473.998216889234,495.500813441638,477.012207480039,757.604070884413,427.984067382025,391.076569889206,524.124276593356,337.268194662539
"1057","evm.model.Contig254.38","XM_022478228.1","bromodomain adjacent to zinc finger domain protein 2B-like","LOC111130935","GO:0003677;GO:0005634;GO:0043167",153.723427110668,0.271097526983833,0.976278373276061,0.277684658807017,0.781254438127958,0.996979118668927,243.847647818141,260.430492828375,0,203.459356883024,0,175.589711032702,192.259146125357,0,101.964702171669,222.56664378018,203.054720009323,244.644240975088,163.025389187443,202.162316503445,0,202.776518298402,90.9723571667404,210.225671380851,203.76620094195
"1168","evm.model.Contig284.30","XM_022464338.1","RNA-binding protein 42-like","LOC111122551","GO:0003674",11.6216277168333,0.414111941149106,1.49689985347371,0.276646390330066,0.782051639987145,0.996979118668927,0,19.5079020845225,0,18.2202409148977,25.8696679427847,0,20.7048311211922,0,0,16.1005657202683,33.2736726065698,0,0,0,18.8845589516643,0,24.0501633889084,23.9983643128826,20.2009595761416
"1217","evm.model.Contig322.43","XM_022447170.1","putative peptidyl-tRNA hydrolase PTRHD1","LOC111110602","GO:0003674",27.291641581517,0.0786624670044751,0.2741449684277,0.286937482222004,0.774160189998392,0.996979118668927,26.4551693387606,21.4586922929747,33.3759628604882,27.3303613723466,19.9901979557882,40.6628804496783,26.6204971558186,41.6433314018605,18.9934249143304,9.47092101192254,19.6229351269514,32.3793848349382,40.9571174805892,26.1220970762878,25.5496974051928,43.964820339034,25.095822666687,23.0384297403673,15.8094466248065
"1288","evm.model.Contig344.38","XM_022443530.1","regulator of nonsense transcripts 2-like","LOC111108043","GO:0003723;GO:0034655",122.259181540499,0.065517069057516,0.224745891827718,0.291516203142609,0.770656553432973,0.996979118668927,139.177195216958,147.284660738145,56.0239376586767,133.615100042583,128.172445716524,136.775143330736,58.1707160071592,91.6153290840932,144.949821714627,161.005657202683,122.003466224089,151.103795896378,145.357613019346,84.0450079845782,115.529066527828,152.531009339506,71.1048308889465,112.31234498429,172.147307692337
"1331","evm.model.Contig350.20","XM_022458112.1","tyrosine-protein phosphatase non-receptor type 13-like","LOC111118576","GO:0005856;GO:0006464;GO:0006520;GO:0016791;GO:0022607;GO:0034330",461.411020385504,-0.0461494517317272,0.165280888484222,-0.2792183183123,0.780077286490021,0.996979118668927,592.365748237465,461.361884298957,359.983599423837,447.408138021377,323.370849284809,689.420654896818,359.869683773103,328.519614392455,609.788905144292,511.429734643817,335.296239343126,672.771662681493,455.346776695962,467.926260670895,385.467173895735,423.497861224981,425.5833260559,501.085846852988,416.315427786571
"1501","evm.model.Contig416.7","XM_022449759.1","ADP-ribosylation factor 2","LOC111112319","GO:0043167",3.0494766700364,0.566394294311794,1.93215817032842,0.293140749556502,0.76941457052136,0.996979118668927,0,9.75395104226125,0,7.08564924468244,0,0,0,0,7.99723154287596,0,5.97219764733304,0,12.0462110237027,0,0,0,8.365274222229,6.71954200760712,0
"1630","evm.model.Contig440.92","XM_022443278.1","putative RNA-binding protein 15B","LOC111107879","GO:0003674",173.3069852276,0.024616813966321,0.0881263513868911,0.279335449373691,0.779987403892337,0.996979118668927,166.782589309577,230.193244597365,185.951793079863,162.969932627696,182.263569596893,171.893085537276,156.765149917598,161.946288785013,158.94497691466,143.01090728003,184.284955974848,174.488907166056,178.2839231508,171.497246022585,152.187328022236,197.393070909949,172.533780833473,183.347503350423,158.094466248065
"1653","evm.model.Contig447.20","XM_022486369.1","myoferlin-like","LOC111135911","GO:0005575",179.594896711095,0.319065114497063,1.14794923086103,0.277943576178666,0.7810556723204,0.996979118668927,0,235.070220118496,0,269.254671297933,336.305683256202,0,103.524155605961,210.99287910276,245.914869943436,206.466078059911,499.958260191023,225.756266488041,200.770183728378,0,0,226.104790315032,298.012894166908,116.152083274352,238.020001962364
"1720","evm.model.Contig471.54","XM_022471276.1","protein Red-like","LOC111126553","GO:0005634;GO:0007059;GO:0051276;GO:0140014",275.039377064293,-0.0290664864208625,0.10365725519112,-0.28040957063035,0.779163295172518,0.996979118668927,325.513605342141,312.12643335236,305.15166043875,298.609503883046,275.159195391438,267.081192044478,276.06441494923,175.8273992523,269.906564572064,272.762525143369,279.840118332177,292.31389087097,229.681090185265,280.528607732308,221.060425375364,303.267536216194,268.734434389107,313.898605212504,258.220961538506
"1739","evm.model.Contig481.28.1","XM_022470560.1","tumor protein D54-like","LOC111126139","",46.3443005044417,-0.581548308144755,2.0883919363325,-0.278467033906495,0.780653867753321,0.996979118668927,196.688432909915,0,103.703884602231,74.9054348723572,0,0,80.8474358065602,0,0,93.7621180180331,77.6385694153295,188.879744870473,0,0,0,0,0,0,64.116089089493
"2061","evm.model.Contig651.65","XM_022488094.1","ankyrin-3-like","LOC111136920","GO:0003674",418.35346477279,0.053326479518997,0.183334402159101,0.290870010707097,0.771150738099336,0.996979118668927,492.296194651718,474.042020653897,350.447610035127,286.462676606447,301.028863334223,544.328104201375,304.656800783257,548.766567140073,388.865383772344,417.667616625784,317.379646401127,422.730857567248,461.77142257527,382.745509335174,787.597193925292,340.951667935366,426.628985333679,355.175791830662,345.172917974942
"2191","evm.model.Contig743.33","XM_022435675.1","RNA-binding protein 28-like","LOC111102803","GO:0003674",8.22401250161626,-0.422957324898779,1.44060795242355,-0.293596411284024,0.769066318371462,0.996979118668927,19.5538208156056,26.3356678141054,0,0,0,17.5589711032702,18.7329424429835,0,0,11.365105214307,11.0912242021899,20.6868292000994,10.4400495538757,0,0,8.97241231408857,0,11.5192148701836,0
"2195","evm.model.Contig745.1",NA,NA,NA,NA,51120.2072513141,-0.0339367877992654,0.120706419126718,-0.281151475164202,0.778594221245855,0.996979118668927,56463.3829421921,43715.2577812065,47983.9066053198,53980.5004172036,74396.4614274593,51995.8100622784,36495.7156562882,51019.5588188306,54719.0575242431,46123.3853280628,43695.1575011659,50009.0604502055,41263.8943213261,64748.7284486595,64769.5937785727,49605.7759609015,55433.5352928782,45764.8807446671,39100.2747135075
"2322","evm.model.Contig809.5","XM_022487085.1","uncharacterized","LOC111136321","GO:0003677;GO:0003700;GO:0005634;GO:0009058;GO:0032991;GO:0034641",85.2374051027107,0.0608486147633373,0.217067738473582,0.280320858323877,0.779231349406282,0.996979118668927,106.970902108901,53.6467307324369,83.4399071512206,88.0644977553389,117.589399739931,79.4774481516439,83.8052688238734,79.5850333457779,43.9847734858178,98.4975785239944,49.4839233636166,106.132428070075,54.6094899741189,72.6875744731487,146.633045977628,93.3130880665211,87.8353793334045,91.1937843889538,82.5604434851006
"2478","evm.model.Contig904.45","XM_022449532.1","abhydrolase domain-containing protein 2-like","LOC111112160","GO:0003677;GO:0043167",15.8491882017197,-0.188603628307588,0.681145566708766,-0.276891809219142,0.781863182098473,0.996979118668927,32.2062931080563,18.5325069802964,11.9199867358887,25.3058901595802,16.4625159635903,12.9381892339885,26.6204971558186,12.9557031028011,0,11.365105214307,20.4761062194276,27.8822480523079,9.63696881896216,26.1220970762878,11.1085640892143,25.122754479448,0,12.4791494426989,0
"2492","evm.model.Contig948.14","XM_022479983.1","GPALPP motifs-containing protein 1-like","LOC111132206","",8.42156577523128,0.790994736767921,2.81543449020033,0.280949437652033,0.778749181297167,0.996979118668927,0,0,0,0,0,0,29.5783301731318,0,32.9885801143633,0,0,0,0,0,0,40.3758554133986,0,30.7179063204897,26.3490777080108
"1772","evm.model.Contig487.10","XM_022488087.1","integrator complex subunit 12-like","LOC111136838","GO:0034641",23.644304054439,0.349140984178793,1.27059481730813,0.274785462228217,0.783481067782083,0.99810341479157,48.3094396620845,39.9911992732711,0,43.5261310744779,24.6937739453854,26.8005348418334,0,0,25.9910025143469,0,0,37.7759489740945,0,26.1220970762878,0,49.3482677274871,55.4199417222671,22.078495167852,49.1849450549535
"1","evm.model.Contig0.102","XM_022437668.1","macoilin-like","LOC111103993","GO:0005575",60.6973426072319,-0.197096949284511,1.35656360461688,-0.145291343961844,0.884480848726771,0.998489902319727,143.778094232394,100.465695735291,0,53.6484871383099,0,47.1319750666726,94.6506565540217,0,107.962625828826,98.4975785239944,94.7019912648525,107.931282783127,80.3080734913513,0,0,134.586184711329,0,0,89.5868642072368
"2","evm.model.Contig0.113","XM_022438158.1","uncharacterized","LOC111104292","GO:0007005;GO:0065003",35.9913767132834,-0.0402407812559943,0.417471098668437,-0.0963917775011156,0.923209422319448,0.998489902319727,62.1121367083944,42.9173845859495,36.9519588812548,47.5750735000107,18.8143039583889,18.4831274771265,30.5642745122362,24.0605914766305,37.9868498286608,45.4604208572282,37.5395280689505,36.8765216175685,56.2156514439459,48.8369640991468,0,39.4786141819897,43.9176896667022,39.3573174731274,16.6877492150735
"12","evm.model.Contig0.176","XM_022487232.1","YEATS domain-containing protein 4-like","LOC111136406","GO:0000228;GO:0005654;GO:0009058;GO:0032991;GO:0034641",31.157608404963,0.0271406677860276,1.02233764637137,0.0265476556423009,0.97882052327166,0.998489902319727,70.1637099854084,0,32.1839641868994,0,75.2572158335556,0,0,55.5244418691474,36.9871958858013,38.8307761488824,23.035619496856,86.3450262265018,29.7139871918,0,31.1039794498,30.5062018679011,29.2784597778015,24.9582988853979,28.1056828885449
"14","evm.model.Contig0.191","XM_022481094.1","calsyntenin-1-like","LOC111133043","GO:0005575;GO:0007155;GO:0043167",66.9126966941023,-0.526337066121316,2.3699550552038,-0.222087361937779,0.824245875923235,0.998489902319727,0,200.931391470582,275.351693599028,0,0,218.100904230093,0,0,0,88.0795654108796,207.320575471704,116.925556348388,164.63155065727,0,0,0,0,0,0
"15","evm.model.Contig0.2","XM_022490015.1","heterogeneous nuclear ribonucleoprotein A1, A2/B1 homolog","LOC111138166","GO:0003674",48.9120703413241,0.292093467051214,1.20177668845959,0.243051367076868,0.807965605074945,0.998489902319727,0,76.0808181296377,0,64.7830788085252,48.2116538933716,0,46.3393839379065,106.421846915866,70.9754299430242,29.3598551369599,139.066888073612,30.580530121886,103.597414803843,0,0,94.21032929793,34.5067561666946,0,85.1953512559017
"16","evm.model.Contig0.206","XM_022483506.1","45 kDa calcium-binding protein-like","LOC111134472","GO:0043167",53.3894150854082,0.448341241918361,1.87720675367213,0.238834236581203,0.811234121377761,0.998489902319727,72.4641594931268,0,0,0,0,62.8426334222301,0,0,195.932172800461,124.069065256185,127.122492778946,134.014676122383,54.6094899741189,0,0,127.408254860058,0,0,115.935941915248
"22","evm.model.Contig0.240",NA,NA,NA,NA,5.16763199824091,0.261711813531003,1.56228901168526,0.167518181062217,0.866962343238488,0.998489902319727,0,0,0,0,9.40715197919445,7.3932509908506,0,0,20.9927328000494,9.47092101192254,8.53171092476149,0,14.4554532284432,0,6.66513845352856,8.97241231408857,0,0,12.2962362637384
"26","evm.model.Contig0.249","XM_022484887.1","GRB10-interacting GYF protein 2-like","LOC111135127","GO:0003674",64.5114939452024,0.355742324890478,1.69814378845359,0.209488929800482,0.834066576411929,0.998489902319727,171.383488325014,149.235450946597,0,0,0,0,0,0,125.956396800296,123.121973154993,120.297124039137,135.813530835435,97.1727689245351,0,0,62.80688619862,0,125.751428999505,114.179336734714
"33","evm.model.Contig0.341","XM_022488057.1","AP-2 complex subunit mu","LOC111136896","GO:0005737;GO:0016192;GO:0032991",183.790493077322,-0.0239226262586302,0.181732408569855,-0.131636544339501,0.895271778829835,0.998489902319727,134.576296201521,211.660737617069,206.215770530874,175.116759904295,174.032311615097,175.589711032702,189.301313108043,171.200362429871,254.911755429171,161.005657202683,203.907891101799,143.90837704417,216.028717691735,124.931768625724,102.198789620771,317.623395918735,178.807736500145,171.828288480239,179.173728414474
"34","evm.model.Contig0.342","XM_022487604.1","60S ribosomal protein L22-like","LOC111136624","GO:0003735;GO:0005840;GO:0006412;GO:0042254",6008.45546551251,0.00419741799872185,0.0776241382642979,0.0540736179824671,0.956876511286801,0.998489902319727,6049.0319805453,5731.42163243271,5212.61019960411,5672.56833817149,5486.72139186517,5571.73877797978,5722.4209441619,7215.4012208957,7162.52050058828,6174.0934076723,6541.26276601463,5187.89699244231,5774.15048402816,5749.13284348561,7205.01466826438,6079.70658402642,6767.50684578326,4997.41938451467,5860.03488226161
"38","evm.model.Contig0.61","XM_022437244.1","ubiquitin carboxyl-terminal hydrolase 47-like","LOC111103780","GO:0006464;GO:0008233;GO:0009056",4109.31810111686,-0.0106286381064985,0.0746327395942585,-0.142412541255771,0.886754156862518,0.998489902319727,3756.634046104,3998.14453222289,4158.88337215155,4131.94574525625,3925.13416331889,3714.18446652857,4212.94016099307,4332.75728052247,5034.25725624042,3971.15718029912,4422.83894339635,3665.1664778437,4444.24878701138,3474.23891114628,4962.19557865202,4226.00619993572,4422.0930857258,3400.0882558492,3824.12947802264
"40","evm.model.Contig0.64","XM_022433139.1","3-oxoacyl-[acyl-carrier-protein] reductase FabG-like","LOC111100951","GO:0016491",23.4751753960391,0.100678895233367,1.26701931687918,0.0794612156990237,0.936665779419965,0.998489902319727,34.5067426157746,25.3602727098792,0,0,0,48.0561314405289,52.2550499725328,0,45.9840813715368,20.8360262262296,0,23.3851112696776,61.8372165883405,28.3935837785737,0,25.122754479448,0,24.9582988853979,55.3330631868227
"54","evm.model.Contig1006.42","XM_022469901.1","aminoacyl tRNA synthase complex-interacting multifunctional protein 1-like","LOC111125781","GO:0003723",71.1340960002576,-0.0167676131029269,0.296538966311081,-0.0565443837331551,0.954908138954262,0.998489902319727,24.1547198310423,83.8839789634468,91.7838978663427,109.321445489386,78.7848978257535,14.7865019817012,87.749046180291,86.9882922616643,77.9730075430406,59.666802375112,67.4005163056157,44.0719404697769,75.4895890818702,72.6875744731487,73.3165229888142,54.7317151159403,107.702905611198,68.1553546485865,72.8991149921633
"63","evm.model.Contig1012.5",NA,NA,NA,NA,84.2778467072995,0.0815893244789651,0.596304620080806,0.136824907490921,0.891169195464489,0.998489902319727,85.1166317855775,14.6309265633919,58.4079350058544,122.480508372368,154.042113659309,43.4353495712473,80.8474358065602,210.99287910276,0,50.1958813631894,99.8210178197094,53.9656413915636,38.5478752758486,31.8008138320026,195.510727970171,173.167557661909,48.1003267778167,89.2739152439232,50.9415502354876
"65","evm.model.Contig1015.25",NA,NA,NA,NA,70.5016640269586,0.119208405474364,0.616724068983874,0.193292935154573,0.84672955892902,0.998489902319727,0,45.8435698986279,56.0239376586767,110.333681095769,118.76529373733,97.0364192549141,61.1285490244724,87.91369962615,55.9806208001317,44.5133287560359,112.618584206852,93.5404450787102,81.9142349611783,56.7871675571475,0,104.079982843427,69.0135123333892,41.277186618158,102.761403061242
"74","evm.model.Contig1016.24","XM_022466604.1","exosome complex component RRP45-like","LOC111123905","GO:0005622;GO:0032991;GO:0034641",11.413054191797,-0.267834325476071,1.69834257650342,-0.157703356897225,0.874690555176766,0.998489902319727,0,15.606321667618,0,41.5016598617115,0,0,0,12.9557031028011,36.9871958858013,17.0476578214606,17.9165929419991,0,12.0462110237027,0,0,43.964820339034,18.8218670000152,0,0
"78","evm.model.Contig1021.16","XM_022481737.1","methenyltetrahydrofolate synthase domain-containing protein-like","LOC111133382","GO:0003674",114.128508070565,0.261547973234288,0.96769434916262,0.270279529337558,0.786945212723913,0.998489902319727,0,66.3268670873765,73.9039177625097,163.982168234079,0,179.286336528127,163.666760291329,62.0022934205479,190.933903086164,143.01090728003,153.570796645707,161.896924174691,244.136543413708,0,0,175.859281356136,67.9678530556106,149.749793312387,172.147307692337
"81","evm.model.Contig1023.9","XM_022485018.1","fatty acid-binding protein, liver-like","LOC111135184","GO:0008289",485.747548303711,0.0113789715010521,0.27355911354039,0.041596024178416,0.966820742746488,0.998489902319727,231.19517552569,368.699349397475,469.647477394013,521.301337287351,311.611909310816,390.918146141225,923.829845740816,608.91804583165,648.775408915812,364.630458959018,393.311873631504,359.770942610424,517.183993284302,269.171174220879,353.252338037014,864.940547078138,501.91645333374,296.619782907229,833.509158163409
"82","evm.model.Contig1024.23",NA,NA,NA,NA,1342.78772346319,-0.0284238606767067,0.314544483328704,-0.0903651540027278,0.927997046447349,0.998489902319727,1097.31441518163,346.265262000274,932.142962746493,1712.70264600038,2421.16574064517,443.595059451036,1643.56921328702,1984.99879682202,1518.47433920357,1452.83928322892,584.422198346162,1349.14103478909,1402.98204389391,2042.06654535502,749.828076021963,1054.25844690541,1513.06897494567,1780.67863201589,1483.45307496101
"87","evm.model.Contig104.100","XM_022462631.1","guanine nucleotide-binding protein subunit beta-2-like 1","LOC111121370","GO:0003674",4018.04594279831,-0.0124408814388894,0.0926364896074545,-0.134297850572787,0.893167052841029,0.998489902319727,4273.08496058676,3892.80186096646,3324.48430063935,3980.11040429877,3268.98531277007,4035.79088463057,4916.90441911361,4469.71757046637,4222.53825463851,3956.95079878124,3629.38982739354,3997.95459975834,3727.09769073361,3808.14745638231,5414.31413708304,4042.96898872831,3955.72904783654,3096.74893093437,4329.15346742618
"88","evm.model.Contig104.101","XM_022459281.1","serine/threonine-protein phosphatase 2A catalytic subunit beta isoform","LOC111119270","GO:0003674",136.52251612092,-0.0303844733908189,0.202030723163939,-0.150395310747679,0.880452740675792,0.998489902319727,127.674947678366,141.432290112788,175.223805017563,112.358152308536,205.781449544879,134.002674209167,137.046263135511,108.272661644837,144.949821714627,93.7621180180331,169.781047402754,110.629564852705,152.585339633567,52.2441941525757,115.529066527828,180.34548751318,175.670758666809,136.310709297173,120.327454866583
"106","evm.model.Contig104.226",NA,NA,NA,NA,147.604883723516,-0.0290275065351753,0.183759688185593,-0.157964496031678,0.87448477546878,0.998489902319727,207.040455694648,143.38308032124,162.111819608086,99.1990894255542,115.237611745132,201.466089500679,106.481988623274,191.559324448558,118.95881920028,143.957999381223,147.598598998374,152.90265060943,137.326805670211,148.782378999726,195.510727970171,74.4710222069351,167.30548444458,129.591167289566,161.607676609133
"109","evm.model.Contig104.239","XM_022457914.1","ras-related C3 botulinum toxin substrate 1-like","LOC111118435","GO:0003924;GO:0005622;GO:0007165;GO:0043167",292.070521579466,-0.0190912173336261,0.112875170670525,-0.169135667483083,0.865689930468563,0.998489902319727,204.74000618693,303.347877414325,340.911620646416,292.536090244747,362.175351198986,278.171068530754,268.176860236395,354.431020598058,242.915908114857,292.651459268406,330.177212788269,237.44882212288,330.869262784367,246.45630719802,259.940399687614,299.678571290558,346.113220944725,299.499586624775,259.099264128773
"114","evm.model.Contig104.5","XM_022457823.1","COP9 signalosome complex subunit 3-like","LOC111118382","GO:0003674;GO:0005634;GO:0032991",74.4086454557306,0.137845644615486,0.777229056435804,0.177355238425613,0.859229364441517,0.998489902319727,94.3184298164507,0,109.663877970176,99.1990894255542,74.0813218361563,93.3397937594888,0,62.0022934205479,84.9705851430571,92.8150259168409,104.08687328209,77.3507526612412,79.5049927564378,90.8594680914359,51.0993948103857,93.3130880665211,126.524772611214,80.6345040912855,0
"123","evm.model.Contig105.148","XM_022441303.1","rab GDP dissociation inhibitor beta-like","LOC111106577","GO:0006810;GO:0007165;GO:0030234",61.3006686238212,-0.181664952479472,1.53600687277111,-0.118270924238594,0.905852994773086,0.998489902319727,0,134.604524383205,153.767828892964,56.6851939574595,72.905427838757,121.064484975179,110.425765979692,0,0,0,0,0,146.160693754259,62.4658843128622,0,53.8344738845314,0,132.470971007112,120.327454866583
"131","evm.model.Contig106.113","XM_022442627.1","DNA excision repair protein ERCC-1-like","LOC111107427","GO:0003735;GO:0005840;GO:0006412;GO:0042254",109.225936353665,0.0728750818776693,0.71320583267546,0.10217959323789,0.918614125202938,0.998489902319727,119.623374401352,95.5887202141602,125.159860726831,134.627335648966,126.996551719125,118.29201585361,0,150.841400411184,194.932518857602,0,112.618584206852,134.914103478909,166.237712127097,118.117308518867,241.05584073595,16.1503421653594,80.5157643889541,113.272279556806,26.3490777080108
"141","evm.model.Contig1067.31","XM_022475320.1","probable methylmalonate-semialdehyde dehydrogenase [acylating], mitochondrial","LOC111129161","GO:0005975;GO:0006520;GO:0009056;GO:0016491",277.897981307987,0.00455065079535931,0.131090172131792,0.0347138974749709,0.972307879024416,0.998489902319727,187.486634879042,193.128230636773,313.495651153872,217.630655372389,325.722637279608,238.432344454932,300.71302342684,331.295836485913,379.868498286608,286.968906661253,247.419616818083,286.017899375287,265.016642521459,254.406510656021,319.926645769371,303.267536216194,270.825752944664,256.302530861586,302.136091051857
"145","evm.model.Contig1068.5","XM_022431436.1","HIV Tat-specific factor 1-like","LOC111099922","GO:0003674;GO:0006397",46.3005856879828,0.0119201957816318,0.410359887694115,0.0290481505115267,0.976826188224067,0.998489902319727,0,60.4744964620197,61.983931026621,67.8197856276748,28.2214559375834,49.9044441882415,53.2409943116372,54.5990345046616,29.9896182857849,54.9313418691507,53.7497788259974,41.3736584001988,65.8526202629081,28.3935837785737,29.9931230408785,24.2255132480391,63.7852159444961,57.5960743509182,53.5764580062887
"147","evm.model.Contig107.130","XM_022460866.1","transcription factor AP-1-like","LOC111120138","GO:0003677;GO:0003700;GO:0005634;GO:0009058;GO:0032991;GO:0034641",77.7365660848998,-0.343312261741476,1.94307755495041,-0.176684796171318,0.85975598388108,0.998489902319727,365.771471727211,240.922590743853,0,0,0,140.471768826161,0,62.9277007850337,0,53.9842497679585,308.847935476366,0,109.218979948238,0,0,54.7317151159403,140.118343222336,0,0
"150","evm.model.Contig107.152","XM_022458026.1","40S ribosomal protein S20","LOC111118510","GO:0003723;GO:0003735;GO:0005840;GO:0006412;GO:0042254",4828.15699881532,-0.0193311320803234,0.151205977327066,-0.12784634855082,0.898270570150715,0.998489902319727,4423.76440334231,4875.02473092217,3550.96404862123,3885.97249290513,3911.02343535009,4184.58006082144,6835.55210301076,7077.51552358732,5597.06242607031,4244.86679754368,5597.65553773601,4051.9202411499,3911.00317902881,3858.1201638326,6334.10324366998,4424.29651207707,5818.04822156027,3561.35726403177,5592.15259223016
"151","evm.model.Contig107.153","XM_022461804.1","vacuolar protein sorting-associated protein 72 homolog","LOC111120820","GO:0005634;GO:0009058;GO:0034641;GO:0051276",51.8065033257618,0.147426986777708,0.593445172849326,0.248425622993717,0.803805110551771,0.998489902319727,24.1547198310423,68.2776572958287,56.0239376586767,60.7341363829924,0,82.2499172732129,59.1566603462636,55.5244418691474,65.9771602287267,20.8360262262296,57.1624631959019,47.6696498958812,68.2618624676486,38.6152739388603,0,78.0599871325706,71.1048308889465,68.1553546485865,62.3594839089589
"158","evm.model.Contig108.131","XM_022466706.1","supervillin-like","LOC111123958","GO:0007010;GO:0008092",185.13468716931,-0.067741991004883,2.81596850487517,-0.0240563738151205,0.98080764189398,0.998489902319727,0,488.672947217289,0,459.554965297976,754.923946330355,0,189.301313108043,0,0,0,542.61681481483,0,0,0,0,883.782612937724,0,198.706456510668,0
"173","evm.model.Contig109.107","XM_022444804.1","mitochondrial carnitine/acylcarnitine carrier protein-like","LOC111108746","GO:0022857",105.794092423209,0.0436155803853635,0.791446631322373,0.0551086815702144,0.956051879764208,0.998489902319727,111.571801124338,128.752153757849,0,155.884283383014,109.358141758136,115.519546732041,117.327376353423,187.857694990615,0,116.492328446647,58.0156342883781,116.026128991862,120.462110237027,0,115.529066527828,143.558597025417,129.661750444549,118.071952419382,165.999189560468
"178","evm.model.Contig109.21","XM_022467984.1","NEDD4 family-interacting protein 1-like","LOC111124793","GO:0007034",17.6177733837534,-0.143270041571092,1.96388923408145,-0.0729522007070335,0.941844154412118,0.998489902319727,0,80.9577936507684,0,0,0,29.5730039634024,0,0,36.9871958858013,36.9365919464979,31.5673304216175,0,25.6985835172324,0,0,37.684131719172,0,0,55.3330631868227
"179","evm.model.Contig109.42.1","XM_022476935.1","estrogen sulfotransferase-like","LOC111130175","GO:0003674",149.134195657397,0.00731806013626845,0.445693808850087,0.016419479003196,0.986899739846375,0.998489902319727,126.524722924507,108.2688565691,135.887848789131,215.606184159623,174.032311615097,121.988641349035,145.91976218745,119.377550018667,130.954666514594,209.307354363488,209.880088749133,109.730137496179,159.813066247789,252.135023953735,0,188.42065859586,125.479113333435,173.74815762527,126.475572998452
"180","evm.model.Contig109.52",NA,NA,NA,NA,146.017977587883,-0.0177458900835818,0.191160112125701,-0.0928325992606272,0.926036552362588,0.998489902319727,181.735511109746,152.161636259275,134.695850115542,145.761927319182,59.9705938673646,143.24423794773,193.245090464461,107.347254280352,149.948091428924,200.783525452758,185.9912981598,153.802077965956,125.280594646508,138.56068883944,97.7553639850856,192.906864752904,122.342135500099,132.470971007112,156.337861067531
"189","evm.model.Contig110.138",NA,NA,NA,NA,38.1239824078733,-0.0856164851633316,0.598992285999269,-0.142934203268581,0.886342145600568,0.998489902319727,23.0044950771831,38.0404090648189,29.7999668397216,44.5383666808611,0,17.5589711032702,69.0161037373075,48.1211829532611,80.9719693716191,40.7249603512669,47.7775811786643,42.2730857567248,32.926310131454,54.5156808548616,23.32798458735,0,36.5980747222519,34.5576446105509,60.6028787284249
"201","evm.model.Contig1111.14","XM_022477784.1","synaptojanin-2-binding protein-like","LOC111130618","GO:0003674",10.9090131770151,-0.142515892632063,0.675692395538714,-0.210918301838278,0.832951022571624,0.998489902319727,11.5022475385915,8.77855593803512,22.6479747981885,14.1712984893649,9.40715197919445,25.8763784679771,6.90161037373075,8.32866628037211,0,6.62964470834578,5.97219764733304,7.19541885220848,12.0462110237027,10.2216901602865,0,0,19.8675262777939,20.1586260228214,17.5660518053405
"206","evm.model.Contig1115.13","XM_022447206.1","ATP-binding cassette sub-family F member 1-like","LOC111110631","GO:0016887;GO:0043167",149.263017573368,0.0160108046333217,0.175236528409741,0.0913668216245703,0.927201123959593,0.998489902319727,190.93730914062,224.340873972009,159.727822260908,169.043346265995,92.8956257945452,142.320081573874,142.961929170137,85.1374775326927,144.949821714627,132.592894166916,135.654203703708,163.695778887743,159.009985512876,201.026573152302,97.7553639850856,162.400662885003,142.209661777893,159.34913903754,129.98878335952
