"","Airradians_TranscriptID","blastxEval_CvirgTranscriptID","blastxEval_CvirgProteinID","blastxEval_CvirgGeneID","blastxEval_CvirgGOterms","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","Ai1","Ai2","Ai3","Ai4","Ai5","Ai6","Ai7","Ai8","Ai9","Ai10","Ai11","Ai12","Ai13","Ai14","Ai15","Ai16","Ai17","Ai18","Ai19","Ai20"
"1134","evm.model.Contig280.138","XM_022488455.1","C-factor-like","LOC111137142","",40.053906314695,0.493705631787598,0.798818404544406,0.618044888524039,0.536545749252858,NA,44.2498398279699,0,0,59.1141113772956,54.9011588031605,64.0742083963837,47.1876462749911,41.6697944594707,21.5652343974432,0,0,63.6152266276789,72.3582947317402,56.4278378210328,37.0144589166125,58.649232871937,52.9642058509814,58.6988419339742,50.8861973144464,17.7018366887811
"1135","evm.model.Contig280.141","XM_022490021.1","ribosomal RNA small subunit methyltransferase NEP1-like","LOC111138173","GO:0008168",27.5567434994213,-0.0521748945855344,0.602418860798382,-0.086608999121288,0.930982312518608,NA,12.8091641607281,18.6042171065305,11.8375048267994,48.2007369691795,51.2410815496164,17.4747841081047,13.1686454720905,31.7484148262634,28.466109404625,46.8143638074126,44.9363475000012,37.0417775300409,12.2295709405758,25.1754968739992,0,43.9869246539528,16.7255386897836,34.0283141646227,0,56.6458774040994
"1137","evm.model.Contig280.5","XM_022463270.1","dnaJ homolog subfamily B member 4-like","LOC111121832","GO:0006457;GO:0051082",35.7098766075635,-0.392644458936059,1.19857383070649,-0.327593051739348,0.743219376202987,NA,0,46.5105427663264,74.9708639030627,33.6495710916913,43.9209270425284,39.803674912905,0,0,77.6348438307955,88.947291234084,0,26.573449097638,0,0,36.0653702264429,36.6557705449607,43.6722399122127,0,90.5601816613029,75.2328059273195
"1149","evm.model.Contig282.18","XM_022462022.1","uncharacterized","LOC111120957","",36.8101645296113,0.414128295194164,0.522390982588665,0.792755443713798,0.427920320586333,NA,39.5919619513415,0,54.2552304561638,30.0117796223193,59.7812618078858,33.9787468768702,48.2850333976653,30.7562768629427,18.97740626975,0,53.1065925000014,28.1839611641615,16.3060945874344,46.0103908386883,49.3526118888166,57.732838608313,42.7430433183359,50.1917633928185,36.2240726645212,40.7142243841965
"1151","evm.model.Contig282.26","XM_022458818.1","nardilysin-like","LOC111119022","GO:0008233;GO:0043167",16.6435582915866,3.57357956203704,1.12540755868736,3.17536481290843,0.00149648232250741,NA,13.9736336298852,0,0,11.8228222754591,0,0,0,0,0,0,36.7661025000009,27.3787051308998,13.2487018522905,48.6147525842744,0,37.5721648085847,44.6014365060896,32.3268984563916,26.7368155380989,39.8291325497574
"1156","evm.model.Contig282.75",NA,NA,NA,NA,14.9537947831056,0.477560195040522,1.01332748709728,0.471279227220523,0.63744134778803,NA,0,11.9598538541982,0,20.9173009488892,0,8.73739205405233,0,31.7484148262634,0,51.4958001881539,12.2553675000003,8.85781636587934,37.7078437334421,20.834893964689,14.2363303525433,0,34.3802739734441,7.65637068704011,25.0118596969313,13.2763775165858
"1157","evm.model.Contig282.76","XM_022438287.1","nucleolar MIF4G domain-containing protein 1-like","LOC111104380","GO:0003723",35.5862523165968,1.53182735072857,1.27856104983003,1.1980869829659,0.230883155884245,NA,0,0,0,51.8385284385515,0,31.0662828588527,29.6294523122037,0,0,70.2215457111189,0,87.7729076255316,101.913091171465,31.2523409470335,79.7234499742423,58.649232871937,0,58.6988419339742,55.1985869173656,55.7607855696604
"1160","evm.model.Contig283.58","XM_022465493.1","WD repeat-containing protein 55-like","LOC111123263","GO:0003674",48.7996055908289,0.2331776917233,0.171568657166777,1.35909259636295,0.174117248608048,NA,45.414309297127,29.2351983102623,23.6750096535987,42.7440497651214,41.4808755401657,56.3076376816705,37.3111621709232,55.559725945961,53.4817813056591,61.7949602257847,57.1917150000015,49.925874062229,49.9374146740179,57.2959584028948,39.8617249871211,64.1475984536811,64.1145649775038,48.4903476845874,42.261418108608,55.7607855696604
"1163","evm.model.Contig284.106","XM_022479024.1","calmodulin-like","LOC111131477","GO:0043167",44.4044095477741,-0.423328865114566,0.352560066251416,-1.20072834571311,0.229856594886944,NA,82.6773323101543,25.2485803588629,39.4583494226646,90.0353388669578,64.6613648126112,13.5914987507481,17.5581939627874,56.5518639092817,56.0696094333523,62.7312475019329,39.489517500001,33.0154973637321,15.2869636757198,33.8567026926197,44.6071684379689,13.7459139543602,63.185368383627,34.0283141646227,48.2987635526949,53.9906019007823
"1166","evm.model.Contig284.16.1","XM_022471078.1","39S ribosomal protein L39, mitochondrial-like","LOC111126431","GO:0003674",21.5093795638286,0.0400778886987446,1.43469075795989,0.0279348622526395,0.977714103228996,NA,0,0,0,20.0078530815462,24.4005150236269,53.3951736636531,62.55106599243,0,51.7565625538636,0,0,17.7156327317587,0,0,41.7599023674602,54.983655817441,29.7342910040597,55.2960105175119,0,18.5869285232201
"1168","evm.model.Contig284.30","XM_022464338.1","RNA-binding protein 42-like","LOC111122551","GO:0003674",26.9613122004753,-0.0580372977071673,0.803383207510912,-0.0722411137855143,0.942410026559062,NA,0,29.2351983102623,29.5937620669984,22.7361966835752,54.9011588031605,32.0371041981919,21.9477424534842,68.4575194691305,16.3895781420568,0,0,63.6152266276789,18.3443564108637,38.1973056019299,26.5744833247474,43.9869246539528,17.6547352836605,36.5804377269694,18.9745142528444,0
"1172","evm.model.Contig284.45","XM_022464520.1","uncharacterized","LOC111122663","GO:0003674",0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1176","evm.model.Contig284.80","XM_022476255.1","calmodulin-like protein 12","LOC111129799","GO:0043167",38.7417989028764,0.410414223844452,0.714670331106752,0.574270689548391,0.565784640276193,NA,20.9604504448279,0,69.052111489663,45.4723933671504,78.081648075606,52.424352324314,0,14.882069449811,51.7565625538636,0,20.4256125000005,47.5101059624437,45.8608910271593,11.2855675642066,77.8252725939032,31.1574049632166,48.3182228815971,47.6396398304718,42.261418108608,69.9222549206852
"1181","evm.model.Contig284.87","XM_022475829.1","calmodulin","LOC111129443","GO:0043167",33.61090428509,-0.733128556924812,0.441362397968227,-1.66105803371494,0.0967017918414983,NA,41.9209008896557,0,40.4448081582312,27.2834360202903,61.0012875590672,25.2413548228178,97.6674539180048,56.5518639092817,37.0922031636023,32.7700546651888,14.9787825000004,22.5471689313292,21.4017491460077,52.9553554935846,32.2690154657647,32.9901934904646,12.0795557203993,31.476190602276,12.0746908881737,19.4720203576592
"1183","evm.model.Contig284.92","XM_022485928.1","myosin regulatory light chain 12B-like","LOC111135658","GO:0043167",0,0,0,0,1,NA,0,0,0,0,0,0,0,0,0,123.589920451569,0,0,0,0,0,0,0,0,0,53.1055100663432
"1184","evm.model.Contig284.94","XM_022475826.1","neo-calmodulin-like","LOC111129441","GO:0043167",41.9325969571624,-0.00066208082934944,0.958859307791374,-0.000690487982928871,0.999449070342779,NA,0,0,94.7000386143949,65.4802464486966,0,30.0954615195136,58.1615175017332,28.7720009363012,46.5809062984773,95.5013021671218,35.4043950000009,69.2520188605112,0,84.2076964406182,30.3708380854256,67.8131755081772,31.5926841918135,26.3719434775826,0,74.3477140928805
"1192","evm.model.Contig289.67","XM_022485997.1","centromere protein V-like","LOC111135704","GO:0016829",44.5263591025501,-1.19495857657077,0.604139807590002,-1.97795040412521,0.0479343019386419,NA,52.4011261120696,89.0344675812534,20.7156334468989,57.2952156426095,57.3412103055232,82.5198138438275,17.5581939627874,79.3710370656585,63.8330938164318,100.182738547863,0,16.9103766984969,23.440010969437,80.73521411317,0,11.9131254271122,28.8050944101829,11.0592021035024,65.5483219643716,31.8633060398059
"1196","evm.model.Contig290.94","XM_022436856.1","ubiquinone biosynthesis protein COQ9, mitochondrial-like","LOC111103518","",41.8539796613035,-0.259204515183537,0.422175771962625,-0.613972976181314,0.539233184955233,NA,48.9077177045983,51.8260333681922,0,88.2164431322718,42.700901291347,52.424352324314,48.2850333976653,31.7484148262634,49.1687344261705,43.0692147028196,24.5107350000006,43.4838257961349,13.2487018522905,72.0540082945495,27.523572014917,36.6557705449607,58.5393854142426,29.7747748940449,44.8488518703595,30.0931223709278
"1198","evm.model.Contig291.21_evm.model.Contig291.16","XM_022486196.1","ATP-dependent RNA helicase DDX1-like","LOC111135819","GO:0043167",14.8367147766741,7.28125983766458,1.72957884960128,4.20984555826589,2.55545313312232e-05,NA,0,0,0,0,0,0,0,0,0,0,0,84.5518834924846,0,50.3509937479985,0,46.7361074448248,0,39.1325612893161,39.6739843468565,36.2887652120012
"1200","evm.model.Contig292.1","XM_022488613.1","regulator of microtubule dynamics protein 1-like","LOC111137236","GO:0003674",38.5088044684862,0.344587699557345,0.514138449963495,0.670223554728909,0.502715290474826,NA,0,0,21.7020921824655,48.2007369691795,24.4005150236269,56.3076376816705,41.70071066162,48.6147602027158,50.0313438020682,47.7506510835609,47.6597625000012,30.5997292639468,33.6313200865835,32.1204615288956,46.505345818308,60.4820213991851,18.5839318775373,57.8481340798586,49.1612414732787,54.8756937352213
"1208","evm.model.Contig313.74",NA,NA,NA,NA,13.5389945730116,0.85210980804956,1.11712487851889,0.76277041576525,0.445600327486742,NA,8.15128628409972,0,0,0,12.2002575118134,0,27.4346780668553,0,10.3513125107727,38.3877783220784,0,16.9103766984969,35.6695819100128,6.0768440730343,37.0144589166125,5.4983655817441,24.1591114407985,17.0141570823114,31.911683061602,0
"1209","evm.model.Contig313.75",NA,NA,NA,NA,4.37145717604925,-0.265816399952842,1.38162871383633,-0.192393511578633,0.84743397447589,NA,0,10.6309812037317,0,0,4.88010300472538,0,12.0712583494163,10.913517596528,0,9.36287276148252,0,11.2735844656646,4.07652364685861,0,11.3890642820346,0,0,7.65637068704011,5.17486752350302,0
"1211","evm.model.Contig313.81","XM_022465618.1","adenylate kinase isoenzyme 5-like","LOC111123342","GO:0016301;GO:0034641;GO:0043167",0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1212","evm.model.Contig313.82",NA,NA,NA,NA,15.579475964661,0.0675707176087809,1.7584861275412,0.0384255050696713,0.969348425890246,NA,0,30.5640709607288,0,57.2952156426095,0,6.79574937537403,0,57.5440018726024,0,0,0,61.1994585278936,0,0,0,12.8295196907362,0,22.9691120611203,50.8861973144464,11.5061938477077
"1214","evm.model.Contig32087.1","XM_022469477.1","40S ribosomal protein S5","LOC111125548","GO:0003723;GO:0003735;GO:0005840;GO:0006412;GO:0042254",33.5538309888284,-0.753901574459092,0.512684377257326,-1.47049843510385,0.141426809200822,NA,79.183923902683,70.4302504747228,13.8104222979326,70.0274857854117,18.3003862677202,62.1325657177054,13.1686454720905,46.6304842760744,34.5043750359091,13.1080218660755,31.3192725000008,18.5208887650204,5.09565455857326,52.9553554935846,4.74544345084775,20.1606737997284,76.1941206979031,14.4620335199647,8.62477920583837,17.7018366887811
"1220","evm.model.Contig323.2","XM_022460509.1","uncharacterized","LOC111119929","GO:0003674",10.7522553580053,-2.02975590829907,2.89557990928812,-0.700984249057761,0.48331284496369,NA,0,86.3767222803204,0,0,0,60.1909230390271,0,0,0,26.2160437321511,0,0,0,0,0,0,0,0,42.261418108608,0
"1221","evm.model.Contig324.13","XM_022486233.1","F-box only protein 9-like","LOC111135835","GO:0003674",44.857099422894,0.423210117792508,0.812060700553958,0.521155767670827,0.602258264533441,NA,59.3879429270123,0,94.7000386143949,67.2991421833826,29.2806180283523,80.5781711651492,0,0,27.6035000287273,24.3434691798546,0,45.0943378626584,64.205247438023,57.2959584028948,64.5380309315295,52.2344730265689,80.8401036672874,39.9832691434317,67.2732778055393,42.4844080530746
"1232","evm.model.Contig325.41","XM_022468475.1","major egg antigen-like","LOC111125038","",12.3870094582486,1.96522370355577,2.8945445640247,0.678940558725838,0.497175525663934,NA,0,0,0,0,0,50.4827096456357,0,0,0,0,0,0,0,0,47.4544345084775,112.716494425754,0,0,37.086550585105,0
"1237","evm.model.Contig326.30","XM_022490402.1","ribosome maturation protein SBDS-like","LOC111138435","GO:0022618;GO:0042254",3.81575366949105,-0.990845568889099,2.61555724997563,-0.378827712105453,0.704815807204033,NA,0,0,0,14.5511658774881,13.4202832629948,0,0,22.8191731563768,0,0,0,0,0,0,0,11.9131254271122,0,13.6113256658491,0,0
"1243","evm.model.Contig326.77",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1253","evm.model.Contig327.32","XM_022480397.1","melanotransferrin-like","LOC111132573","GO:0005576;GO:0016491;GO:0042592",19.2923769259697,0.583210161099116,1.00208895605875,0.581994400370306,0.560570452661729,NA,0,42.523924814927,0,32.7401232243483,0,0,0,17.8584833397732,27.6035000287273,33.7063419413371,19.0639050000005,16.1051206652352,17.3252254991491,52.0872349117226,0,47.6525017084489,29.7342910040597,15.3127413740802,14.6621246499252,19.4720203576592
"1256","evm.model.Contig327.45","XM_022466396.1","putative deoxyribonuclease TATDN3","LOC111123805","GO:0004518;GO:0006259;GO:0034655",47.6379283253583,-1.56506732280329,0.552821705225378,-2.83105259437169,0.00463950913489901,NA,59.3879429270123,98.3365761345186,13.8104222979326,50.9290805712085,46.3609785448911,82.5198138438275,41.70071066162,85.3238648455829,129.391406384659,104.864174928604,0,31.4049852972086,18.3443564108637,39.0654261837919,15.1854190427128,14.6623082179843,41.813846724459,39.9832691434317,39.6739843468565,0
"1263","evm.model.Contig328.68",NA,NA,NA,NA,20.8329561171713,0.814341434473001,0.854580328805908,0.952913853763599,0.340633720187022,NA,22.124919913985,0,42.4177256293644,34.5590189590343,0,16.5039627687655,0,0,14.6643593902614,20.5983200752616,0,16.9103766984969,41.7843673803007,14.7580498916547,18.981773803391,16.4950967452323,41.813846724459,44.2368084140095,33.6366389027696,37.1738570464402
"1266","evm.model.Contig329.10","XM_022462515.1","39S ribosomal protein L13, mitochondrial-like","LOC111121303","GO:0003735;GO:0005840;GO:0006412;GO:0042254",42.3522477744803,0.747643038450553,0.50936134047813,1.46780483526439,0.142157243685966,NA,0,33.2218162616617,22.6885509180321,46.3818412344934,54.9011588031605,54.3659950029922,0,24.8034490830183,53.4817813056591,26.2160437321511,29.9575650000008,54.7574102617995,52.9948074091619,57.2959584028948,42.7089910576298,50.4016844993209,88.2736764183024,43.386100559894,45.7113297909434,65.49679574849
"1267","evm.model.Contig329.28","XM_022459870.1","39S ribosomal protein L15, mitochondrial-like","LOC111119576","GO:0003735;GO:0005840;GO:0006412;GO:0042254",6.78689393006689,0.461051541560594,2.04579267106795,0.225365721600671,0.821694775935921,NA,0,0,14.7968810334992,0,26.8405665259896,15.5331414294264,0,0,0,0,0,16.1051206652352,0,17.3624116372409,0,24.7426451178484,0,0,0,20.3571121920982
"1275","evm.model.Contig33080.1",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1277","evm.model.Contig331.38","XM_022444398.1","18 kDa learning-associated protein of slug-like","LOC111108479","",46.4705400132456,0.823443643815144,0.733849173414086,1.12208839860681,0.261824856097103,NA,0,0,68.0656527540963,21.8267488162322,50.0210557984351,23.2997121441395,65.8432273604526,44.6462083494329,43.9930781707841,17.7894582468168,28.5958575000007,20.1314008315439,72.3582947317402,21.7030145465511,68.3343856922077,138.375533807226,0,112.293436743255,57.7860206791171,74.3477140928805
"1281","evm.model.Contig343.23","XM_022488040.1","mediator of RNA polymerase II transcription subunit 28-like","LOC111136889","",28.8597500548062,0.644172757773998,0.562214141813503,1.14577828956085,0.25188690044473,NA,27.9472672597705,18.6042171065305,15.7833397690658,40.0157061630924,34.1607210330776,36.8912108948876,12.0712583494163,26.7877250096597,12.9391406384659,0,35.4043950000009,20.9366568648057,55.0330692325912,50.3509937479985,25.6253946345779,62.3148099264331,51.1058126632277,24.6705277693515,0,26.5527550331716
"1282","evm.model.Contig343.27","XM_022485359.1","5-hydroxytryptamine receptor 4-like","LOC111135363","GO:0003674;GO:0005886;GO:0007165;GO:0007267",7.66972173543332,-0.737950374964524,2.34414717940458,-0.314805478703758,0.752909351684778,NA,0,0,0,36.3779146937203,0,0,0,0,15.5269687661591,44.0055019789679,0,29.794473230685,0,13.8899293097927,0,0,0,0,13.7996467293414,0
"1285","evm.model.Contig343.59","XM_022487650.1","probable 28S ribosomal protein S26, mitochondrial","LOC111136646","GO:0005739;GO:0005840",43.824324365295,-0.27509736907153,0.242132448872524,-1.13614416552802,0.255896233614697,NA,73.3615765568975,51.8260333681922,36.4989732159647,36.3779146937203,46.3609785448911,49.5118883062965,27.4346780668553,34.7248287162256,77.6348438307955,46.8143638074126,24.5107350000006,36.2365214967791,28.5356655280102,19.966773382827,56.9453214101731,32.0737992268406,48.3182228815971,39.9832691434317,48.2987635526949,61.0713365762947
"1289","evm.model.Contig344.47","XM_022441173.1","universal stress protein YxiE-like","LOC111106475","",31.5932462607691,-0.278423925816978,0.692024184520788,-0.402332652593321,0.68743922703411,NA,25.6183283214563,49.1682880672593,0,87.3069952649288,20.7404377700828,32.0371041981919,20.85035533081,45.6383463127536,18.1147968938523,46.8143638074126,27.2341500000007,38.6522895965644,41.7843673803007,51.2191143298605,0,27.4918279087205,38.0970603489515,0,32.7741609821858,28.3229387020497
"1291","evm.model.Contig345.3",NA,NA,NA,NA,0,0,0,0,1,NA,0,47.8394154167928,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1294","evm.model.Contig346.18",NA,NA,NA,NA,46.6849405781727,-0.345283810832777,0.199967657189562,-1.72669828554055,0.0842218637415025,NA,48.9077177045983,62.457014571924,53.2687717205971,40.9251540304354,37.8207982866217,69.8991364324186,57.064130379059,60.5204157625646,42.2678594189886,49.6232256358574,38.127810000001,21.7419128980675,35.6695819100128,67.7134053852393,51.2507892691557,43.9869246539528,23.2299148469217,36.5804377269694,44.8488518703595,47.7949590597089
"1297","evm.model.Contig346.77","XR_002637175.1",NA,NA,NA,26.9183783705973,0.12294420322169,0.625632932799389,0.196511719214615,0.844209660888416,NA,18.6315115065137,19.933089756997,12.823963562366,34.5590189590343,13.4202832629948,12.6206774114089,0,37.7012426061878,44.8556875466818,62.7312475019329,39.489517500001,49.925874062229,69.3009019965963,32.1204615288956,8.54179821152596,18.3278852724803,18.5839318775373,0,12.9371688087576,31.8633060398059
"1309","evm.model.Contig348.115",NA,NA,NA,NA,18.3738989659344,1.00509465446666,0.98408473391491,1.02134970681657,0.307088784138348,NA,18.6315115065137,0,0,16.3700616121742,17.0803605165388,14.5623200900872,0,20.8348972297354,0,34.6426292174853,24.5107350000006,20.1314008315439,38.7269746451568,0,0,54.067261553817,18.5839318775373,35.7297298728539,14.6621246499252,38.9440407153184
"1311","evm.model.Contig348.118","XM_022456822.1","charged multivesicular body protein 6-B-like","LOC111117660","GO:0007034",21.7856273707553,0.861247401227931,0.629859758426551,1.36736374995508,0.171511318760806,NA,20.9604504448279,15.9464718055976,0,0,13.4202832629948,12.6206774114089,32.9216136802263,20.8348972297354,12.0765312625682,26.2160437321511,0,25.7681930643763,35.6695819100128,7.81308523675839,40.8108136772907,32.0737992268406,38.0970603489515,30.6254827481604,36.2240726645212,33.633489708684
"1312","evm.model.Contig348.119","XM_022456813.1","phosphatidylinositol-glycan biosynthesis class X protein-like","LOC111117651","GO:0005737;GO:0005783;GO:0006464;GO:0006629;GO:0009058",24.2740502037596,0.0927438599049227,0.659374772680184,0.140654243607082,0.888143093945943,NA,18.6315115065137,0,0,23.6456445509182,23.1804892724455,47.5702456276182,36.213775048249,22.8191731563768,21.5652343974432,41.1966401505231,21.7873200000006,30.5997292639468,23.440010969437,45.1422702568262,17.0835964230519,15.5787024816083,13.937948908153,0,37.9490285056888,45.1396835563917
"1315","evm.model.Contig348.44","XM_022462261.1","methyltransferase-like 26","LOC111121128","",44.3550106690302,0.860565660433922,0.688111851079764,1.25061886244736,0.211073565446738,NA,48.9077177045983,30.5640709607288,44.3906431004976,29.1023317549763,45.1409527937097,34.9495682162093,0,39.6855185328293,42.2678594189886,0,104.851477500003,67.6415067939877,48.9182837623033,81.603334695032,18.0326851132215,51.3180787629449,59.4685820081195,85.9214932656724,54.3361089967817,0
"1331","evm.model.Contig350.20","XM_022458112.1","tyrosine-protein phosphatase non-receptor type 13-like","LOC111118576","GO:0005856;GO:0006464;GO:0006520;GO:0016791;GO:0022607;GO:0034330",0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1337","evm.model.Contig350.60","XM_022457188.1","erlin-2-B-like","LOC111117947","GO:0005783;GO:0006950;GO:0009056;GO:0019899",35.2093728260182,0.893972342199005,0.568835828773853,1.57158233883754,0.116047445004096,NA,24.4538588522992,21.2619624074635,50.3093955138973,22.7361966835752,51.2410815496164,0,35.1163879255747,24.8034490830183,0,16.8531709706685,23.1490275000006,15.2998646319734,61.1478547028791,35.5929438563438,63.5889422413599,60.4820213991851,17.6547352836605,80.817246140979,46.5738077115272,53.1055100663432
"1350","evm.model.Contig352.62","XM_022481325.1","39S ribosomal protein L23, mitochondrial-like","LOC111133190","GO:0003735;GO:0005840;GO:0006412;GO:0042254",43.9775695959803,0.982572634830668,0.552691814078604,1.77779480318289,0.0754375623307702,NA,20.9604504448279,0,51.2958542494639,54.5668720405805,20.7404377700828,59.220101699688,24.1425166988326,43.6540703861122,20.7026250215455,0,21.7873200000006,66.8362507607259,74.3965565551696,85.0758170224802,37.963547606782,69.6459640354252,21.3715216591679,68.907336183361,59.5109765202847,78.7731732650758
"1362","evm.model.Contig355.18",NA,NA,NA,NA,41.180715531231,0.150306949499994,0.377034234055794,0.398655973180811,0.6901467125179,NA,24.4538588522992,26.5774530093294,50.3093955138973,43.6534976324644,67.1014163149739,51.4535309849748,24.1425166988326,21.8270351930561,33.6417656600114,47.7506510835609,0,56.3679223283231,65.2243783497377,52.9553554935846,29.4217493952561,59.5656271355611,28.8050944101829,46.7889319763562,43.1238960291918,50.450234563026
"1363","evm.model.Contig355.24","XM_022470422.1","N-alpha-acetyltransferase 50-like","LOC111126042","",38.1605742891869,1.491936241083,1.02534070017076,1.45506390298808,0.145651571210525,NA,0,0,63.1333590762633,0,0,36.8912108948876,71.3301629738237,28.7720009363012,0,0,35.4043950000009,57.1731783615848,75.4156874668842,77.2627317857218,74.9780065233945,72.3951468262973,26.9467012224291,91.8764482444813,22.4244259351798,29.2080305364888
"1365","evm.model.Contig355.55","XM_022489623.1","magnesium-dependent phosphatase 1-like","LOC111137921","GO:0016791",0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1371","evm.model.Contig359.44","XM_022465338.1","DNA polymerase epsilon subunit 3-like","LOC111123176","GO:0003674",30.4283617537634,-0.704037625973854,0.360923005329221,-1.95065877092444,0.0510976509407198,NA,65.2102902727978,38.5373068635276,30.580220802565,20.0078530815462,52.4611073007978,35.9203895555484,34.0190008029005,29.7641388996219,38.8174219153977,31.8337673890406,24.5107350000006,0,20.382618234293,17.3624116372409,34.1671928461038,21.9934623269764,26.9467012224291,20.4169884987736,28.4617713792666,37.1738570464402
"1373","evm.model.Contig359.61",NA,NA,NA,NA,14.6176220583363,2.76364617921491,2.29374675228882,1.20486107564281,0.228256937303848,NA,0,0,37.4854319515313,0,0,0,0,0,0,0,0,0,0,32.9885821107576,32.2690154657647,85.2246665170335,73.4065309162725,0,0,30.9782142053669
"1378","evm.model.Contig360.42","XM_022440115.1","kelch domain-containing protein 8B-like","LOC111105741","GO:0003674",47.4167198937258,-0.0970684209644233,0.576250292222403,-0.168448367444749,0.866230559962186,NA,69.8681681494262,0,86.808368729862,37.2873625610633,78.081648075606,50.4827096456357,74.6223243418463,43.6540703861122,14.6643593902614,34.6426292174853,46.2980550000012,22.5471689313292,57.0713310560205,37.3291850200678,72.1307404528859,48.5688959720729,0,82.5186618492101,44.8488518703595,46.9098672252698
"1380","evm.model.Contig360.6.1","XM_022440982.1","uncharacterized","LOC111106339","",42.4800149458976,-0.0436009434672784,0.270158583918626,-0.161390183627892,0.871786097656247,NA,38.4274924821844,19.933089756997,51.2958542494639,55.4763199079235,30.5006437795336,42.7161389309225,36.213775048249,43.6540703861122,74.1844063272046,37.4514910459301,43.5746400000011,15.2998646319734,32.6121891748688,51.2191143298605,39.8617249871211,48.5688959720729,86.4152832305486,33.1776063105072,34.4991168233535,34.5185815431231
"1390","evm.model.Contig362.102","XM_022466313.1","ribose-phosphate pyrophosphokinase 1-like","LOC111123753","GO:0009058;GO:0034641;GO:0043167;GO:0044281",0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1396","evm.model.Contig362.44.1","XM_022466306.1","adenylate cyclase type 9-like","LOC111123748","GO:0007165;GO:0009058;GO:0016829;GO:0034641;GO:0044281",0,0,0,0,1,NA,0,0,143.036516657159,120.95656635662,0,0,0,0,0,0,0,223.861177246769,0,0,0,132.877168225482,0,0,0,0
"1398","evm.model.Contig362.59","XM_022465472.1","CAP-Gly domain-containing linker protein 1-like","LOC111123248","",0,0,0,0,1,NA,0,0,78.9166988453291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58.6484985997009,0
"1399","evm.model.Contig362.93","XM_022465643.1","spermatogenesis-associated protein 4-like","LOC111123358","",37.3269598548666,-1.39612267324499,0.403811781613426,-3.45735993057655,0.000545495736233844,NA,57.0590039886981,37.2084342130611,58.2010653984302,55.4763199079235,31.7206695307149,56.3076376816705,62.55106599243,58.5361398359232,98.3374688523409,25.2797564560028,20.4256125000005,0,10.1913091171465,10.4174469823445,23.7272172542388,31.1574049632166,35.3094705673209,27.2226513316982,14.6621246499252,32.748397874245
"1410","evm.model.Contig363.77","XM_022485269.1","probable ubiquitin-conjugating enzyme E2 7","LOC111135319","",46.4751037680381,-0.0643112876738963,0.46314884388261,-0.138856630051735,0.889563443075025,NA,47.7432482354412,50.4971607177258,23.6750096535987,125.503805693335,0,39.803674912905,42.7980977842942,61.5125537258853,22.4278437733409,60.8586729496364,49.0214700000013,62.0047145611554,40.7652364685861,20.834893964689,53.1489666494949,57.732838608313,39.9554535367053,25.521235623467,87.1102699789675,18.5869285232201
"1411","evm.model.Contig364.12","XM_022466190.1","putative hydrolase RBBP9","LOC111123684","GO:0003674",15.2898227650205,0.127395287103858,0.994502113702087,0.128099563941219,0.898070181130582,NA,30.2762061980847,17.2753444560641,0,12.7322701428021,15.8603347653575,27.1829975014961,0,0,12.0765312625682,30.8974801128923,0,13.6893525654499,0,13.0218087279306,0,10.9967311634882,42.7430433183359,11.909909957618,38.8115064262727,28.3229387020497
"1422","evm.model.Contig367.15","XM_022446551.1","mitochondrial inner membrane protease ATP23 homolog","LOC111110161","GO:0008233",12.5166761133857,1.26336904981908,1.33789105423812,0.944298899239239,0.345016928291374,NA,0,0,0,24.5550924182612,0,22.3288908048004,15.363419717439,0,0,11.235447313779,19.0639050000005,16.9103766984969,36.6887128217274,29.5160997833095,0,49.4852902356969,0,11.909909957618,0,13.2763775165858
"1455","evm.model.Contig408.64","XM_022477890.1","zinc finger MYND domain-containing protein 15-like","LOC111130695","",47.0577139710743,1.85819519876634,1.28376373094472,1.44745886955297,0.147768448083884,NA,0,0,60.1739828695634,0,64.6613648126112,0,0,0,0,78.6481311964532,0,107.904308457076,75.4156874668842,26.9117380377233,82.5707160447509,88.8902435715296,104.070018514209,83.3693697033257,87.1102699789675,81.4284487683929
