"Airradians_TranscriptID","blastxEval_CvirgTranscriptID","blastxEval_CvirgProteinID","blastxEval_CvirgGeneID","meanLength","blastxEval_CvirgGOterms"
"evm.model.Contig79.102","XM_022478523.1",NA,NA,NA,NA
"evm.model.Contig79.103","XM_022478523.1",NA,NA,NA,NA
"evm.model.Contig79.104","XM_022475476.1","LOC111129224","TALPID3 protein-like",2141.5,"GO:0007165"
"evm.model.Contig79.105","XM_022475476.1","LOC111129224","TALPID3 protein-like",2141.5,"GO:0007165"
"evm.model.Contig79.107","XM_022479330.1","LOC111131691","microtubule-associated proteins 1A/1B light chain 3C-like",127,"GO:0006914"
"evm.model.Contig79.108","XM_022477731.1","LOC111130572","26S proteasome non-ATPase regulatory subunit 8-like",265,"GO:0005622;GO:0008150;GO:0032991"
"evm.model.Contig79.109","XM_022478521.1",NA,NA,NA,NA
"evm.model.Contig79.11","XM_022477794.1","LOC111130629","leucine-rich repeat-containing protein 74B-like",602,"GO:0043167"
"evm.model.Contig79.113","XM_022474009.1","LOC111128412","5-hydroxytryptamine receptor 1F-like",390,"GO:0003674;GO:0005575;GO:0007165"
"evm.model.Contig79.114.1","XM_022478768.1","LOC111131303","fos-related antigen 2-like",337,"GO:0003677;GO:0003700;GO:0005634;GO:0009058;GO:0032991;GO:0034641"
"evm.model.Contig79.116","XM_022479376.1","LOC111131718","proto-oncogene c-Fos-like",314.25,"GO:0003677;GO:0003700;GO:0005634;GO:0009058;GO:0032991;GO:0034641"
"evm.model.Contig79.12_evm.model.Contig79.13","XM_022476522.1","LOC111129962","leucine-rich repeat-containing protein 74B-like",595,"GO:0003674"
"evm.model.Contig79.121","XM_022475625.1","LOC111129329","uncharacterized",155,"GO:0003677;GO:0003700;GO:0005622;GO:0009058;GO:0032991;GO:0034641"
"evm.model.Contig79.122","XM_022475625.1","LOC111129329","uncharacterized",155,"GO:0003677;GO:0003700;GO:0005622;GO:0009058;GO:0032991;GO:0034641"
"evm.model.Contig79.123","XM_022477621.1","LOC111130488","activating transcription factor 3-like",163,"GO:0003700;GO:0005622;GO:0009058;GO:0032991;GO:0034641"
"evm.model.Contig79.124","XM_022477616.1","LOC111130487","calpain-B-like",797.565217391304,"GO:0005622;GO:0008233;GO:0043167"
"evm.model.Contig79.125","XM_022477612.1","LOC111130487","calpain-B-like",797.565217391304,"GO:0005622;GO:0008233;GO:0043167"
"evm.model.Contig79.126","XM_022477616.1","LOC111130487","calpain-B-like",797.565217391304,"GO:0005622;GO:0008233;GO:0043167"
"evm.model.Contig79.127","XM_022473144.1",NA,NA,NA,NA
"evm.model.Contig79.134","XM_022453719.1","LOC111115112","uncharacterized",331,"GO:0003674;GO:0005575;GO:0007165"
"evm.model.Contig79.135","XM_022476182.1","LOC111129714","uncharacterized",329,"GO:0005575"
"evm.model.Contig79.136","XM_022476182.1","LOC111129714","uncharacterized",329,"GO:0005575"
"evm.model.Contig79.137","XM_022476182.1","LOC111129714","uncharacterized",329,"GO:0005575"
"evm.model.Contig79.138","XM_022431331.1","LOC111099859","uncharacterized",332,"GO:0005575"
"evm.model.Contig79.139","XM_022473046.1",NA,NA,NA,NA
"evm.model.Contig79.14","XM_022478634.1","LOC111131213","leucine-rich repeat-containing protein 74B-like",637,"GO:0043167"
"evm.model.Contig79.140","XM_022475064.1","LOC111129016","neuropeptide Y receptor type 6-like",421,"GO:0003674;GO:0005575;GO:0007165"
"evm.model.Contig79.141","XM_022475299.1","LOC111129144","cap-specific mRNA (nucleoside-2'-O-)-methyltransferase 1-like",802,"GO:0006397;GO:0008168"
"evm.model.Contig79.142","XM_022476025.1","LOC111129571","integrin beta-like protein D",552,"GO:0043167"
"evm.model.Contig79.143","XM_022439365.1",NA,NA,NA,NA
"evm.model.Contig79.145","XM_022473450.1",NA,NA,NA,NA
"evm.model.Contig79.146","XM_022479425.1","LOC111131753","ankyrin repeat domain-containing protein 17-like",606,"GO:0003674"
"evm.model.Contig79.148","XM_022471311.1","LOC111126572","cholecystokinin receptor-like",383,"GO:0003674;GO:0005575;GO:0007165"
"evm.model.Contig79.149","XM_022458753.1",NA,NA,NA,NA
"evm.model.Contig79.15","XM_022478346.1","LOC111131025","leucine-rich repeat-containing protein 74A-like",458,"GO:0003674"
"evm.model.Contig79.150","XM_022478309.1","LOC111130995","uncharacterized",1749,"GO:0000003;GO:0003677;GO:0005622;GO:0006259;GO:0006950;GO:0007049;GO:0016887;GO:0032991;GO:0043167"
"evm.model.Contig79.151","XM_022478313.1",NA,NA,NA,NA
"evm.model.Contig79.153","XM_022478316.1",NA,NA,NA,NA
"evm.model.Contig79.154","XM_022474007.1","LOC111128408","D-beta-hydroxybutyrate dehydrogenase, mitochondrial-like",344,"GO:0016491"
"evm.model.Contig79.155.1","XM_022474007.1","LOC111128408","D-beta-hydroxybutyrate dehydrogenase, mitochondrial-like",344,"GO:0016491"
"evm.model.Contig79.156","XM_022443947.1",NA,NA,NA,NA
"evm.model.Contig79.157","XM_022476764.1",NA,NA,NA,NA
"evm.model.Contig79.158","XM_022473832.1","LOC111128282","alpha-mannosidase 2-like",885,"GO:0005975;GO:0016798;GO:0044281"
"evm.model.Contig79.159","XM_022476627.1",NA,NA,NA,NA
"evm.model.Contig79.16","XM_022477370.1","LOC111130364","DNA repair protein RAD51 homolog 2-like",367,"GO:0003677;GO:0005634;GO:0006259;GO:0006950;GO:0016887;GO:0032991;GO:0043167"
"evm.model.Contig79.160","XM_022479552.1",NA,NA,NA,NA
"evm.model.Contig79.161","XM_022478439.1","LOC111131091","delta(3,5)-Delta(2,4)-dienoyl-CoA isomerase, mitochondrial-like",287,"GO:0003674"
"evm.model.Contig79.162","XM_022478439.1","LOC111131091","delta(3,5)-Delta(2,4)-dienoyl-CoA isomerase, mitochondrial-like",287,"GO:0003674"
"evm.model.Contig79.163","XM_022478439.1","LOC111131091","delta(3,5)-Delta(2,4)-dienoyl-CoA isomerase, mitochondrial-like",287,"GO:0003674"
"evm.model.Contig79.164","XM_022475059.1","LOC111129015","protein-cysteine N-palmitoyltransferase HHAT-like",918,"GO:0016491"
"evm.model.Contig79.165","XM_022477506.1","LOC111130434","potassium voltage-gated channel subfamily H member 1-like",1404,"GO:0005886;GO:0022857;GO:0032991"
"evm.model.Contig79.170","XM_022464615.1","LOC111122733","octopressin receptor-like",378,"GO:0003674;GO:0005575;GO:0007165"
"evm.model.Contig79.171","XM_022473742.1",NA,NA,NA,NA
"evm.model.Contig79.172","XM_022474015.1","LOC111128420","nidogen-1-like",1263,"GO:0007155;GO:0043167"
"evm.model.Contig79.173","XM_022477847.1","LOC111130668","leucine-rich repeat-containing protein 73-like",411,"GO:0003674"
"evm.model.Contig79.174.1","XM_022476620.1","LOC111130020","tryptophan--tRNA ligase, cytoplasmic-like",433,"GO:0006399;GO:0006412;GO:0006520;GO:0016874;GO:0043167"
"evm.model.Contig79.175","XM_022476618.1","LOC111130018","WD repeat-containing protein 25-like",518,"GO:0003674"
"evm.model.Contig79.176","XM_022477146.1","LOC111130294","spastin-like",583.5,"GO:0016887;GO:0043167"
"evm.model.Contig79.178","XM_022478300.1",NA,NA,NA,NA
"evm.model.Contig79.180","XM_022474388.1","LOC111128646","39S ribosomal protein L14, mitochondrial-like",136,"GO:0003735;GO:0005840;GO:0006412;GO:0042254"
"evm.model.Contig79.181","XM_022479062.1","LOC111131496","protein dpy-30 homolog",99,"GO:0005654;GO:0032991"
"evm.model.Contig79.183","XM_022476398.1","LOC111129883","GTP-binding protein 2-like",601,"GO:0003924;GO:0043167"
"evm.model.Contig79.184","XM_022476391.1","LOC111129880","kinesin-like protein KIF6",836,"GO:0005856;GO:0008092;GO:0008150;GO:0032991;GO:0043167"
"evm.model.Contig79.185","XM_022476381.1","LOC111129877","disheveled-associated activator of morphogenesis 1-A-like",1052.11111111111,"GO:0007010;GO:0008092;GO:0019899"
"evm.model.Contig79.187","XM_022474619.1","LOC111128773","transcription factor kayak-like",326,"GO:0003677;GO:0003700;GO:0005622;GO:0009058;GO:0032991;GO:0034641"
"evm.model.Contig79.190","XM_022476399.1","LOC111129884","leucine-rich repeat-containing protein 74B-like",592,"GO:0043167"
"evm.model.Contig79.191","XM_022479144.1","LOC111131548","rRNA-processing protein FCF1 homolog",201,"GO:0032991"
"evm.model.Contig79.194","XM_022448226.1",NA,NA,NA,NA
"evm.model.Contig79.195","XM_022476535.1",NA,NA,NA,NA
"evm.model.Contig79.196","XM_022478076.1","LOC111130834","multiple coagulation factor deficiency protein 2 homolog",246,"GO:0043167"
"evm.model.Contig79.197","XM_022478076.1","LOC111130834","multiple coagulation factor deficiency protein 2 homolog",246,"GO:0043167"
"evm.model.Contig79.198","XM_022489280.1","LOC111137693","G2/mitotic-specific cyclin-B-like",452,"GO:0000278;GO:0005634;GO:0006464;GO:0019899"
"evm.model.Contig79.199","XM_022476724.1",NA,NA,NA,NA
"evm.model.Contig79.2","XM_022473246.1","LOC111127917","TNF receptor-associated factor 3-like",517,"GO:0002376;GO:0006950;GO:0007165;GO:0008219;GO:0009058;GO:0034641;GO:0043167"
"evm.model.Contig79.203","XM_022478889.1","LOC111131396","serine/threonine-protein kinase Nek9-like",884.333333333333,"GO:0006464;GO:0016301;GO:0043167"
"evm.model.Contig79.204","XM_022475657.1",NA,NA,NA,NA
"evm.model.Contig79.205","XM_022475657.1",NA,NA,NA,NA
"evm.model.Contig79.206","XM_022475656.1","LOC111129339","uncharacterized",812,"GO:0003674;GO:0005694"
"evm.model.Contig79.207","XM_022478692.1","LOC111131258","exocyst complex component 5-like",714,"GO:0005737;GO:0016192;GO:0032991"
"evm.model.Contig79.210","XM_022477123.1","LOC111130279","protein expanded-like",960,"GO:0005856"
"evm.model.Contig79.212","XM_022477755.1",NA,NA,NA,NA
"evm.model.Contig79.214","XM_022476800.1","LOC111130103","acetyl-coenzyme A synthetase 2-like, mitochondrial",682,"GO:0005975;GO:0006091;GO:0006790;GO:0009056;GO:0009058;GO:0016874;GO:0034641;GO:0043167;GO:0044281;GO:0051186"
"evm.model.Contig79.215","XM_022477713.1","LOC111130560","ATP-binding cassette sub-family D member 4-like",563,"GO:0005575;GO:0016887;GO:0022857;GO:0043167"
"evm.model.Contig79.216","XM_022475614.1","LOC111129320","adipocyte plasma membrane-associated protein-like",415,"GO:0006629;GO:0009058;GO:0016829;GO:0034641"
"evm.model.Contig79.218","XM_022473331.1",NA,NA,NA,NA
"evm.model.Contig79.219","XM_022476347.1","LOC111129860","apoptosis-resistant E3 ubiquitin protein ligase 1-like",979,"GO:0003674;GO:0006464"
"evm.model.Contig79.22","XM_022475973.1","LOC111129521","mRNA decay activator protein ZFP36L1-like",401,"GO:0043167"
"evm.model.Contig79.220","XM_022476348.1","LOC111129862","tubulin-specific chaperone E-like",538,"GO:0003674"
"evm.model.Contig79.221","XM_022479483.1","LOC111131781","arylsulfatase-like",574,"GO:0003674"
"evm.model.Contig79.222","XM_022479504.1","LOC111131797","solute carrier family 46 member 3-like",464,"GO:0005575;GO:0055085"
"evm.model.Contig79.223","XM_022479336.1","LOC111131693","DNA replication licensing factor mcm5-like",732,"GO:0003677;GO:0005634;GO:0006259;GO:0009058;GO:0032991;GO:0043167"
"evm.model.Contig79.224","XM_022478441.1",NA,NA,NA,NA
"evm.model.Contig79.226","XM_022461592.1","LOC111120679","neuronal acetylcholine receptor subunit alpha-6-like",412,"GO:0005575;GO:0007165;GO:0022857"
"evm.model.Contig79.227","XM_022461592.1","LOC111120679","neuronal acetylcholine receptor subunit alpha-6-like",412,"GO:0005575;GO:0007165;GO:0022857"
"evm.model.Contig79.231","XM_022447545.1","LOC111110884","acetylcholine receptor subunit beta-type unc-29-like",413,"GO:0005575;GO:0007165;GO:0022857"
"evm.model.Contig79.232","XM_022478792.1","LOC111131321","vacuolar protein sorting-associated protein 54-like",961,"GO:0005794;GO:0016192;GO:0031410;GO:0032991"
"evm.model.Contig79.233","XM_022478156.1","LOC111130888","transcriptional adapter 2-beta-like",438,"GO:0003677;GO:0005622;GO:0006464;GO:0009058;GO:0032991;GO:0034641;GO:0043167;GO:0051276"
"evm.model.Contig79.234","XM_022478206.1","LOC111130920","nuclear pore complex protein Nup133-like",1134,"GO:0005198;GO:0005635;GO:0032991"
"evm.model.Contig79.235","XM_022473019.1","LOC111127776","DDB1- and CUL4-associated factor 15-like",746,"GO:0006464"
"evm.model.Contig79.237","XR_002638805.1",NA,NA,NA,NA
"evm.model.Contig79.238","XR_002638805.1",NA,NA,NA,NA
"evm.model.Contig79.239","XM_022475216.1","LOC111129097","peroxiredoxin-5, mitochondrial-like",185,"GO:0016491;GO:0042592"
"evm.model.Contig79.25","XM_022476703.1",NA,NA,NA,NA
"evm.model.Contig79.251","XM_022477505.1","LOC111130432","thyrotropin receptor-like",994,"GO:0003674;GO:0005575;GO:0007165"
"evm.model.Contig79.254","XM_022462979.1",NA,NA,NA,NA
"evm.model.Contig79.255","XM_022478170.1","LOC111130897","acetylcholine receptor subunit beta-like",436,"GO:0005575;GO:0007165;GO:0022857"
"evm.model.Contig79.256","XM_022478752.1","LOC111131300","leucine-rich repeat-containing protein 57-like",239,"GO:0003674"
"evm.model.Contig79.257","XM_022473593.1","LOC111128130","cancer-related nucleoside-triphosphatase-like",206,"GO:0016791"
"evm.model.Contig79.258","XM_022475772.1","LOC111129403","membrane progestin receptor beta-like",338,"GO:0005575"
"evm.model.Contig79.259","XM_022467948.1","LOC111124771","protein mesh-like",1050,"GO:0007155"
"evm.model.Contig79.260","XM_022477950.1",NA,NA,NA,NA
"evm.model.Contig79.261","XR_002639109.1",NA,NA,NA,NA
"evm.model.Contig79.262","XM_022473436.1","LOC111128042","lisH domain-containing protein C1711.05-like",375,"GO:0005739;GO:0005840"
"evm.model.Contig79.27","XM_022476715.1","LOC111130052","pleckstrin homology domain-containing family H member 1-like",1484.28571428571,"GO:0005856"
"evm.model.Contig79.28","XM_022476715.1","LOC111130052","pleckstrin homology domain-containing family H member 1-like",1484.28571428571,"GO:0005856"
"evm.model.Contig79.3","XM_022475145.1","LOC111129069","TNF receptor-associated factor 3-like",595.75,"GO:0002376;GO:0006950;GO:0007165;GO:0008219;GO:0009058;GO:0034641;GO:0043167"
"evm.model.Contig79.37","XM_022473000.1","LOC111127762","cytoglobin-2-like",179,"GO:0003674"
"evm.model.Contig79.38","XM_022479465.1","LOC111131768","SPARC-related modular calcium-binding protein 1-like",548.888888888889,"GO:0043167"
"evm.model.Contig79.39","XM_022485457.1","LOC111135414","dnaJ homolog subfamily C member 16-like",762,"GO:0042592"
"evm.model.Contig79.4","XM_022439088.1","LOC111104917","E3 ubiquitin-protein ligase rnf213-alpha-like",5174,"GO:0006464;GO:0016887"
"evm.model.Contig79.40","XM_022473107.1",NA,NA,NA,NA
"evm.model.Contig79.41","XM_022485457.1","LOC111135414","dnaJ homolog subfamily C member 16-like",762,"GO:0042592"
"evm.model.Contig79.42","XM_022474028.1","LOC111128428","uncharacterized",360,"GO:0005634;GO:0140014"
"evm.model.Contig79.5","XR_002638928.1",NA,NA,NA,NA
"evm.model.Contig79.50","XM_022474515.1","LOC111128721","DAZ-associated protein 1-like",511.285714285714,"GO:0003674"
"evm.model.Contig79.51_evm.model.Contig79.52","XM_022433493.1","LOC111101150","deleted in malignant brain tumors 1 protein-like",296,"GO:0003674;GO:0005575;GO:0007165"
"evm.model.Contig79.54_evm.model.Contig79.55","XM_022478227.1","LOC111130938","ALK tyrosine kinase receptor-like",694,"GO:0005575;GO:0006464;GO:0007165;GO:0016301;GO:0030154;GO:0043167;GO:0048856"
"evm.model.Contig79.57","XM_022476798.1","LOC111130101","TATA-box-binding protein-like",444,"GO:0003677;GO:0006464;GO:0009058;GO:0016791;GO:0034641"
"evm.model.Contig79.58","XM_022476763.1","LOC111130075","eIF-2-alpha kinase GCN2-like",2169,"GO:0006259;GO:0006464;GO:0006950;GO:0016301;GO:0016829;GO:0043167"
"evm.model.Contig79.6","XR_002638928.1",NA,NA,NA,NA
"evm.model.Contig79.60","XM_022476182.1","LOC111129714","uncharacterized",329,"GO:0005575"
"evm.model.Contig79.61","XM_022476182.1","LOC111129714","uncharacterized",329,"GO:0005575"
"evm.model.Contig79.62","XM_022464329.1","LOC111122545","uncharacterized",312,"GO:0005575"
"evm.model.Contig79.64","XM_022459267.1",NA,NA,NA,NA
"evm.model.Contig79.65","XM_022476025.1","LOC111129571","integrin beta-like protein D",552,"GO:0043167"
"evm.model.Contig79.66","XM_022475623.1",NA,NA,NA,NA
"evm.model.Contig79.68","XM_022468653.1","LOC111125149","multidrug resistance-associated protein 7-like",1518,"GO:0005575;GO:0016887;GO:0022857;GO:0043167"
"evm.model.Contig79.7","XM_022479258.1",NA,NA,NA,NA
"evm.model.Contig79.70","XM_022455165.1",NA,NA,NA,NA
"evm.model.Contig79.71","XM_022455165.1",NA,NA,NA,NA
"evm.model.Contig79.73","XM_022479742.1",NA,NA,NA,NA
"evm.model.Contig79.75","XM_022471311.1","LOC111126572","cholecystokinin receptor-like",383,"GO:0003674;GO:0005575;GO:0007165"
"evm.model.Contig79.76","XM_022461126.1","LOC111120411","melatonin receptor type 1B-B-like",338,"GO:0003674;GO:0005575;GO:0007165"
"evm.model.Contig79.77","XM_022479196.1","LOC111131591","protein bark beetle-like",3103.66666666667,"GO:0003674;GO:0005575;GO:0007165"
"evm.model.Contig79.78","XM_022476957.1","LOC111130190","antistasin-like",104,"GO:0030234"
"evm.model.Contig79.8","XM_022478276.1",NA,NA,NA,NA
"evm.model.Contig79.81","XM_022477640.1","LOC111130499","ras-related protein Rab-32B-like",236,"GO:0003924;GO:0005794;GO:0016192;GO:0043167"
"evm.model.Contig79.82","XM_022474833.1",NA,NA,NA,NA
"evm.model.Contig79.83","XM_022478371.1","LOC111131042","cytoglobin-2-like",187,"GO:0003674"
"evm.model.Contig79.84","XM_022478371.1","LOC111131042","cytoglobin-2-like",187,"GO:0003674"
"evm.model.Contig79.86","XM_022470588.1","LOC111126157","porphobilinogen deaminase-like",377,"GO:0006464;GO:0009058;GO:0016765;GO:0034641;GO:0051186"
"evm.model.Contig79.87","XM_022472960.1","LOC111127728","insulinoma-associated protein 1a-like",408,"GO:0003674"
"evm.model.Contig79.88","XM_022440059.1","LOC111105699","uncharacterized",558,"GO:0003674;GO:0006259;GO:0032196"
"evm.model.Contig79.9.1","XM_022477846.1","LOC111130667","fumarate hydratase, mitochondrial-like",464,"GO:0005737;GO:0006091;GO:0016829;GO:0032991;GO:0044281"
"evm.model.Contig79.91","XM_022473115.1","LOC111127844","probable ATP-dependent RNA helicase DDX28",527,"GO:0043167"
"evm.model.Contig79.92","XM_022474032.1","LOC111128431","BRISC and BRCA1-A complex member 2-like",369,"GO:0005634;GO:0032991"
"evm.model.Contig79.93","XM_022477589.1","LOC111130481","GDP-D-glucose phosphorylase 1-like",344,"GO:0016757"
"evm.model.Contig79.94","XM_022477098.1","LOC111130268","AP-4 complex subunit mu-like",441,"GO:0005737;GO:0016192;GO:0032991"
"evm.model.Contig79.95.1","XM_022477096.1","LOC111130266","RAC-gamma serine/threonine-protein kinase-like",491.75,"GO:0006464;GO:0006520;GO:0016301;GO:0043167"
"evm.model.Contig79.98","XM_022436269.1","LOC111103195","toll-like receptor 13",760,"GO:0003674;GO:0007165"
"evm.model.Contig790.10","XM_022478035.1",NA,NA,NA,NA
"evm.model.Contig790.11","XM_022473289.1",NA,NA,NA,NA
"evm.model.Contig790.12","XM_022479080.1","LOC111131505","centrosomal protein of 170 kDa-like",1603.41666666667,"GO:0003674"
"evm.model.Contig790.13","XM_022479522.1","LOC111131807","sterile alpha motif domain-containing protein 15-like",150,"GO:0003674"
"evm.model.Contig790.14","XM_022477881.1","LOC111130688","proton-coupled folate transporter-like",522,"GO:0005575;GO:0055085"
"evm.model.Contig790.15","XM_022479215.1","LOC111131604","uncharacterized",240,"GO:0043167"
"evm.model.Contig790.20","XM_022473150.1","LOC111127862","E3 ubiquitin-protein ligase HECTD1-like",2447.16666666667,"GO:0006464;GO:0043167"
"evm.model.Contig790.4","XM_022473449.1","LOC111128052","solute carrier family 25 member 45-like",308,"GO:0022857"
"evm.model.Contig790.5","XM_022473449.1","LOC111128052","solute carrier family 25 member 45-like",308,"GO:0022857"
"evm.model.Contig790.6","XM_022473449.1","LOC111128052","solute carrier family 25 member 45-like",308,"GO:0022857"
"evm.model.Contig790.7","XM_022473449.1","LOC111128052","solute carrier family 25 member 45-like",308,"GO:0022857"
"evm.model.Contig790.9","XM_022473449.1","LOC111128052","solute carrier family 25 member 45-like",308,"GO:0022857"
"evm.model.Contig79008.1","XM_022486079.1","LOC111135754","endoglucanase 4-like",769,"GO:0005575;GO:0005975;GO:0016798"
"evm.model.Contig791.1","XM_022444958.1",NA,NA,NA,NA
"evm.model.Contig791.10","XM_022442882.1","LOC111107606","peroxisomal sarcosine oxidase-like",382,"GO:0016491"
"evm.model.Contig791.12","XM_022461592.1","LOC111120679","neuronal acetylcholine receptor subunit alpha-6-like",412,"GO:0005575;GO:0007165;GO:0022857"
"evm.model.Contig791.13","XM_022482691.1","LOC111133947","uncharacterized",2845,"GO:0003674;GO:0005575;GO:0007165"
"evm.model.Contig791.14","XM_022481848.1","LOC111133425","ABC transporter B family member 25-like",813,"GO:0005575;GO:0016887;GO:0022857;GO:0043167"
"evm.model.Contig791.15","XM_022476256.1",NA,NA,NA,NA
"evm.model.Contig791.16","XM_022478348.1","LOC111131026","vacuolar protein sorting-associated protein 33B-like",614,"GO:0016192"
"evm.model.Contig791.18","XM_022441389.1","LOC111106640","MAM and LDL-receptor class A domain-containing protein 1-like",1503,"GO:0005575;GO:0008233;GO:0043167"
"evm.model.Contig791.19","XM_022431137.1","LOC111099722","MAM and LDL-receptor class A domain-containing protein 1-like",9071.5,"GO:0003674;GO:0005575"
"evm.model.Contig791.2","XM_022480085.1","LOC111132291","uncharacterized",1566,"GO:0006464;GO:0016746"
"evm.model.Contig791.20","XM_022481211.1","LOC111133119","solute carrier family 13 member 5-like",614,"GO:0003674;GO:0005575;GO:0055085"
"evm.model.Contig791.21","XM_022481211.1","LOC111133119","solute carrier family 13 member 5-like",614,"GO:0003674;GO:0005575;GO:0055085"
"evm.model.Contig791.22","XM_022486627.1","LOC111136051","phosphatidylinositol 4-kinase alpha-like",2107,"GO:0006629;GO:0007165;GO:0016301"
"evm.model.Contig791.24","XM_022489707.1",NA,NA,NA,NA
"evm.model.Contig791.25","XM_022485422.1",NA,NA,NA,NA
"evm.model.Contig791.30","XM_022486258.1",NA,NA,NA,NA
"evm.model.Contig791.31","XM_022485016.1",NA,NA,NA,NA
"evm.model.Contig791.32","XM_022485917.1","LOC111135653","uncharacterized",676,"GO:0003674"
"evm.model.Contig791.33","XM_022489657.1",NA,NA,NA,NA
"evm.model.Contig791.34","XM_022481004.1","LOC111132992","uncharacterized",361.5,"GO:0005886;GO:0032991"
"evm.model.Contig791.4","XM_022442882.1","LOC111107606","peroxisomal sarcosine oxidase-like",382,"GO:0016491"
"evm.model.Contig791.42","XM_022479341.1","LOC111131696","protein jagged-1b-like",1237,"GO:0005575;GO:0007165;GO:0043167;GO:0048856"
"evm.model.Contig791.5","XM_022442882.1","LOC111107606","peroxisomal sarcosine oxidase-like",382,"GO:0016491"
"evm.model.Contig791.50","XM_022473482.1",NA,NA,NA,NA
"evm.model.Contig791.51","XM_022478684.1","LOC111131247","ribonuclease P protein subunit p20-like",152,"GO:0004518;GO:0005634;GO:0006399;GO:0032991"
"evm.model.Contig791.6","XM_022442882.1","LOC111107606","peroxisomal sarcosine oxidase-like",382,"GO:0016491"
"evm.model.Contig79187.1","XM_022481239.1","LOC111133136","NAD(P) transhydrogenase, mitochondrial-like",1068,"GO:0016491;GO:0055085"
"evm.model.Contig793.1","XM_022454799.1",NA,NA,NA,NA
"evm.model.Contig79403.1","XM_022476524.1","LOC111129965","apolipophorins-like",1228,"GO:0003674;GO:0006810"
"evm.model.Contig79789.1","XM_022469351.1","LOC111125470","deoxycytidylate deaminase-like",203,"GO:0016810;GO:0034641;GO:0043167;GO:0044281"
"evm.model.Contig7979.1","XM_022471589.1","LOC111126750","Hermansky-Pudlak syndrome 3 protein homolog",1128,"GO:0003674"
"evm.model.Contig80.10_evm.model.Contig80.9","XM_022433139.1","LOC111100951","3-oxoacyl-[acyl-carrier-protein] reductase FabG-like",260,"GO:0016491"
"evm.model.Contig80.101","XM_022464254.1",NA,NA,NA,NA
"evm.model.Contig80.103","XM_022464251.1",NA,NA,NA,NA
"evm.model.Contig80.104","XM_022448612.1","LOC111111566","galactosylceramide sulfotransferase-like",385,"GO:0003674;GO:0005794;GO:0006629;GO:0009058"
"evm.model.Contig80.105","XM_022448612.1","LOC111111566","galactosylceramide sulfotransferase-like",385,"GO:0003674;GO:0005794;GO:0006629;GO:0009058"
"evm.model.Contig80.11","XM_022437357.1","LOC111103825","protein SON-like",1039.5,"GO:0003723;GO:0007049;GO:0034641"
"evm.model.Contig80.111","XM_022457935.1","LOC111118445","orexin receptor type 2-like",397,"GO:0003674;GO:0005575;GO:0007165"
"evm.model.Contig80.113","XM_022458293.1","LOC111118709","orexin receptor type 2-like",409,"GO:0003674;GO:0005575;GO:0007165"
"evm.model.Contig80.118","XM_022461093.1","LOC111120376","neurogenic locus notch homolog protein 1-like",801,"GO:0043167"
"evm.model.Contig80.119","XM_022460121.1","LOC111119695","nucleolar GTP-binding protein 2-like",698,"GO:0005730;GO:0043167"
"evm.model.Contig80.120","XM_022475502.1","LOC111129241","acetylcholine receptor subunit alpha-like",422,"GO:0005575;GO:0007165;GO:0022857"
"evm.model.Contig80.121","XM_022461592.1","LOC111120679","neuronal acetylcholine receptor subunit alpha-6-like",412,"GO:0005575;GO:0007165;GO:0022857"
"evm.model.Contig80.122","XM_022457272.1","LOC111118005","major facilitator superfamily domain-containing protein 1-like",487,"GO:0005575;GO:0055085"
"evm.model.Contig80.123","XM_022462372.1","LOC111121211","delta(24)-sterol reductase-like",481,"GO:0016491;GO:0043167"
"evm.model.Contig80.124","XM_022463639.1","LOC111122083","E3 ubiquitin-protein ligase UHRF1-like",793,"GO:0003674"
"evm.model.Contig80.125","XM_022449334.1","LOC111112037","uncharacterized",559.666666666667,"GO:0043167"
"evm.model.Contig80.128","XM_022463489.1",NA,NA,NA,NA
"evm.model.Contig80.129","XM_022461367.1","LOC111120563","WD repeat-containing protein 63-like",949.666666666667,"GO:0003674"
"evm.model.Contig80.130","XM_022462751.1","LOC111121456","histone chaperone asf1b-B-like",203,"GO:0005634;GO:0051276"
"evm.model.Contig80.132","XM_022462148.1","LOC111121047","uncharacterized",764,"GO:0009058;GO:0016829;GO:0034641;GO:0051186"
"evm.model.Contig80.134","XM_022490013.1","LOC111138166","heterogeneous nuclear ribonucleoprotein A1, A2/B1 homolog",441,"GO:0003674"
"evm.model.Contig80.136","XM_022462850.1","LOC111121532","calreticulin-like",436,"GO:0005783;GO:0006457;GO:0043167;GO:0051082"
"evm.model.Contig80.137","XM_022459539.1",NA,NA,NA,NA
"evm.model.Contig80.138","XM_022459538.1","LOC111119402","DIS3-like exonuclease 1",1054,"GO:0003723;GO:0004518;GO:0034655"
"evm.model.Contig80.14","XM_022436951.1",NA,NA,NA,NA
"evm.model.Contig80.140","XM_022462514.1","LOC111121302","uncharacterized",2265,"GO:0003674;GO:0006810"
"evm.model.Contig80.141","XM_022462514.1","LOC111121302","uncharacterized",2265,"GO:0003674;GO:0006810"
"evm.model.Contig80.142","XM_022461806.1","LOC111120822","glucokinase regulatory protein-like",575,"GO:0003674;GO:0008150"
"evm.model.Contig80.144","XM_022461807.1","LOC111120823","internalin-I-like",413,"GO:0003674"
"evm.model.Contig80.145","XM_022459043.1","LOC111119163","transforming growth factor-beta-induced protein ig-h3-like",732,"GO:0003674"
