"GeneID","TranscriptID","ProteinID","meanLength","Annotation_GO_ID"
"LOC111133224","XM_022481397.1","ADAM 17-like protease",718.5,"GO:0008233"
"LOC111133224","XM_022481396.1","ADAM 17-like protease",718.5,"GO:0008233"
"LOC111133226","XM_022481399.1","pre-mRNA-splicing factor SPF27-like",212,"GO:0006397"
"LOC111133229","XM_022481406.1","kinesin-like protein KIF12",983,"GO:0005856;GO:0008092;GO:0008150;GO:0032991;GO:0043167"
"LOC111133229","XM_022481407.1","kinesin-like protein KIF12",983,"GO:0005856;GO:0008092;GO:0008150;GO:0032991;GO:0043167"
"LOC111133229","XM_022481412.1","kinesin-like protein KIF12",983,"GO:0005856;GO:0008092;GO:0008150;GO:0032991;GO:0043167"
"LOC111133229","XM_022481417.1","kinesin-like protein KIF12",983,"GO:0005856;GO:0008092;GO:0008150;GO:0032991;GO:0043167"
"LOC111133229","XM_022481416.1","kinesin-like protein KIF12",983,"GO:0005856;GO:0008092;GO:0008150;GO:0032991;GO:0043167"
"LOC111133229","XM_022481414.1","kinesin-like protein KIF12",983,"GO:0005856;GO:0008092;GO:0008150;GO:0032991;GO:0043167"
"LOC111133229","XM_022481405.1","kinesin-like protein KIF12",983,"GO:0005856;GO:0008092;GO:0008150;GO:0032991;GO:0043167"
"LOC111133229","XM_022481413.1","kinesin-like protein KIF12",983,"GO:0005856;GO:0008092;GO:0008150;GO:0032991;GO:0043167"
"LOC111133229","XM_022481408.1","kinesin-like protein KIF12",983,"GO:0005856;GO:0008092;GO:0008150;GO:0032991;GO:0043167"
"LOC111133229","XM_022481403.1","kinesin-like protein KIF12",983,"GO:0005856;GO:0008092;GO:0008150;GO:0032991;GO:0043167"
"LOC111133229","XM_022481411.1","kinesin-like protein KIF12",983,"GO:0005856;GO:0008092;GO:0008150;GO:0032991;GO:0043167"
"LOC111133229","XM_022481409.1","kinesin-like protein KIF12",983,"GO:0005856;GO:0008092;GO:0008150;GO:0032991;GO:0043167"
"LOC111133229","XM_022481404.1","kinesin-like protein KIF12",983,"GO:0005856;GO:0008092;GO:0008150;GO:0032991;GO:0043167"
"LOC111133229","XM_022481415.1","kinesin-like protein KIF12",983,"GO:0005856;GO:0008092;GO:0008150;GO:0032991;GO:0043167"
"LOC111133233","XM_022481423.1","sialin-like",555,"GO:0005575;GO:0055085"
"LOC111133235","XM_022481425.1","myb-related transcription factor, partner of profilin-like",241,"GO:0003677;GO:0005634;GO:0008219"
"LOC111133237","XM_022481428.1","ras-related protein Rab-22A-like",202,"GO:0003924;GO:0043167"
"LOC111133239","XM_022481433.1","calcium/calmodulin-dependent protein kinase kinase 1-like",598.6,"GO:0006464;GO:0016301;GO:0043167"
"LOC111133239","XM_022481432.1","calcium/calmodulin-dependent protein kinase kinase 1-like",598.6,"GO:0006464;GO:0016301;GO:0043167"
"LOC111133239","XM_022481434.1","calcium/calmodulin-dependent protein kinase kinase 1-like",598.6,"GO:0006464;GO:0016301;GO:0043167"
"LOC111133239","XM_022481431.1","calcium/calmodulin-dependent protein kinase kinase 1-like",598.6,"GO:0006464;GO:0016301;GO:0043167"
"LOC111133239","XM_022481430.1","calcium/calmodulin-dependent protein kinase kinase 1-like",598.6,"GO:0006464;GO:0016301;GO:0043167"
"LOC111133240","XM_022481435.1","protein-tyrosine sulfotransferase 1-like",376,"GO:0003674;GO:0006464;GO:0006790"
"LOC111133240","XM_022481437.1","protein-tyrosine sulfotransferase 1-like",376,"GO:0003674;GO:0006464;GO:0006790"
"LOC111133245","XM_022481446.1","uncharacterized",621,"GO:0003674;GO:0007165"
"LOC111133246","XM_022481448.1","coatomer subunit beta'-like",934,"GO:0005198;GO:0005737;GO:0016192;GO:0032991"
"LOC111133246","XM_022481447.1","coatomer subunit beta'-like",934,"GO:0005198;GO:0005737;GO:0016192;GO:0032991"
"LOC111133247","XM_022481449.1","carbonic anhydrase 2-like",311,"GO:0016829;GO:0043167;GO:0044281"
"LOC111133250","XM_022481453.1","mitochondrial import inner membrane translocase subunit Tim21-like",223,"GO:0005739;GO:0006605;GO:0007005;GO:0032991;GO:0055085"
"LOC111133251","XM_022481457.1","ras-related protein Rab-20-like",212,"GO:0003924;GO:0043167"
"LOC111133252","XM_022481454.1","low-density lipoprotein receptor-related protein 2-like",419,"GO:0003674"
"LOC111133254","XM_022481456.1","neo-calmodulin-like",172.333333333333,"GO:0043167"
"LOC111133254","XM_022481458.1","neo-calmodulin-like",172.333333333333,"GO:0043167"
"LOC111133254","XM_022481459.1","neo-calmodulin-like",172.333333333333,"GO:0043167"
"LOC111133257","XM_022481463.1","E3 ubiquitin-protein ligase MIB2-like",860,"GO:0006464;GO:0043167"
"LOC111133258","XM_022481464.1","E3 ubiquitin-protein ligase MIB2-like",860,"GO:0006464;GO:0043167"
"LOC111133259","XM_022481466.1","AP-1 complex subunit gamma-1-like",828,"GO:0005794;GO:0016192;GO:0031410;GO:0032991"
"LOC111133259","XM_022481465.1","AP-1 complex subunit gamma-1-like",828,"GO:0005794;GO:0016192;GO:0031410;GO:0032991"
"LOC111133260","XM_022481470.1","tyrosine-protein phosphatase non-receptor type 5-like",660,"GO:0006464;GO:0006520;GO:0016791"
"LOC111133261","XM_022481467.1","AP-1 complex subunit gamma-1-like",826,"GO:0005794;GO:0016192;GO:0031410;GO:0032991"
"LOC111133261","XM_022481469.1","AP-1 complex subunit gamma-1-like",826,"GO:0005794;GO:0016192;GO:0031410;GO:0032991"
"LOC111133261","XM_022481468.1","AP-1 complex subunit gamma-1-like",826,"GO:0005794;GO:0016192;GO:0031410;GO:0032991"
"LOC111133262","XM_022481471.1","E3 ubiquitin-protein ligase AMFR-like",659,"GO:0003674"
"LOC111133264","XM_022481474.1","epimerase family protein SDR39U1-like",448.5,"GO:0003674"
"LOC111133264","XM_022481473.1","epimerase family protein SDR39U1-like",448.5,"GO:0003674"
"LOC111133265","XM_022481475.1","poly(U)-specific endoribonuclease-C-like",287,"GO:0004518"
"LOC111133266","XM_022481476.1","poly(U)-specific endoribonuclease-C-like",287,"GO:0004518"
"LOC111133267","XM_022481477.1","uncharacterized",231,"GO:0003674"
"LOC111133268","XM_022481482.1","solute carrier family 45 member 3-like",594,"GO:0005575;GO:0055085"
"LOC111133268","XM_022481491.1","solute carrier family 45 member 3-like",594,"GO:0005575;GO:0055085"
"LOC111133268","XM_022481511.1","solute carrier family 45 member 3-like",594,"GO:0005575;GO:0055085"
"LOC111133268","XM_022481501.1","solute carrier family 45 member 3-like",594,"GO:0005575;GO:0055085"
"LOC111133273","XM_022481484.1","epimerase family protein SDR39U1-like",460,"GO:0003674"
"LOC111133274","XM_022481486.1","SUMO-activating enzyme subunit 2-like",565.5,"GO:0006464;GO:0016874"
"LOC111133274","XM_022481485.1","SUMO-activating enzyme subunit 2-like",565.5,"GO:0006464;GO:0016874"
"LOC111133275","XM_022481487.1","uncharacterized",1536,"GO:0003674;GO:0006259"
"LOC111133277","XM_022481490.1","uncharacterized",894,"GO:0043167"
"LOC111133277","XM_022481489.1","uncharacterized",894,"GO:0043167"
"LOC111133277","XM_022481493.1","uncharacterized",894,"GO:0043167"
"LOC111133277","XM_022481492.1","uncharacterized",894,"GO:0043167"
"LOC111133278","XM_022481495.1","uncharacterized",774.125,"GO:0043167"
"LOC111133278","XM_022481498.1","uncharacterized",774.125,"GO:0043167"
"LOC111133278","XM_022481499.1","uncharacterized",774.125,"GO:0043167"
"LOC111133278","XM_022481496.1","uncharacterized",774.125,"GO:0043167"
"LOC111133278","XM_022481500.1","uncharacterized",774.125,"GO:0043167"
"LOC111133278","XM_022481497.1","uncharacterized",774.125,"GO:0043167"
"LOC111133278","XM_022481494.1","uncharacterized",774.125,"GO:0043167"
"LOC111133278","XM_022481502.1","uncharacterized",774.125,"GO:0043167"
"LOC111133279","XM_022481504.1","uncharacterized",711.5,"GO:0043167"
"LOC111133279","XM_022481503.1","uncharacterized",711.5,"GO:0043167"
"LOC111133280","XM_022481505.1","uncharacterized",690,"GO:0043167"
"LOC111133280","XM_022481506.1","uncharacterized",690,"GO:0043167"
"LOC111133280","XM_022481507.1","uncharacterized",690,"GO:0043167"
"LOC111133280","XM_022481508.1","uncharacterized",690,"GO:0043167"
"LOC111133281","XM_022481519.1","uncharacterized",682.272727272727,"GO:0043167"
"LOC111133281","XM_022481518.1","uncharacterized",682.272727272727,"GO:0043167"
"LOC111133281","XM_022481515.1","uncharacterized",682.272727272727,"GO:0043167"
"LOC111133281","XM_022481517.1","uncharacterized",682.272727272727,"GO:0043167"
"LOC111133281","XM_022481513.1","uncharacterized",682.272727272727,"GO:0043167"
"LOC111133281","XM_022481514.1","uncharacterized",682.272727272727,"GO:0043167"
"LOC111133281","XM_022481509.1","uncharacterized",682.272727272727,"GO:0043167"
"LOC111133281","XM_022481512.1","uncharacterized",682.272727272727,"GO:0043167"
"LOC111133281","XM_022481520.1","uncharacterized",682.272727272727,"GO:0043167"
"LOC111133281","XM_022481516.1","uncharacterized",682.272727272727,"GO:0043167"
"LOC111133281","XM_022481510.1","uncharacterized",682.272727272727,"GO:0043167"
"LOC111133282","XM_022481521.1","uncharacterized",690.555555555556,"GO:0043167"
"LOC111133282","XM_022481530.1","uncharacterized",690.555555555556,"GO:0043167"
"LOC111133282","XM_022481529.1","uncharacterized",690.555555555556,"GO:0043167"
"LOC111133282","XM_022481524.1","uncharacterized",690.555555555556,"GO:0043167"
"LOC111133282","XM_022481523.1","uncharacterized",690.555555555556,"GO:0043167"
"LOC111133282","XM_022481528.1","uncharacterized",690.555555555556,"GO:0043167"
"LOC111133282","XM_022481525.1","uncharacterized",690.555555555556,"GO:0043167"
"LOC111133282","XM_022481522.1","uncharacterized",690.555555555556,"GO:0043167"
"LOC111133282","XM_022481527.1","uncharacterized",690.555555555556,"GO:0043167"
"LOC111133285","XM_022481545.1","membrane progestin receptor gamma-B-like",327.166666666667,"GO:0005575"
"LOC111133285","XM_022481562.1","membrane progestin receptor gamma-B-like",327.166666666667,"GO:0005575"
"LOC111133285","XM_022481580.1","membrane progestin receptor gamma-B-like",327.166666666667,"GO:0005575"
"LOC111133285","XM_022481536.1","membrane progestin receptor gamma-B-like",327.166666666667,"GO:0005575"
"LOC111133285","XM_022481554.1","membrane progestin receptor gamma-B-like",327.166666666667,"GO:0005575"
"LOC111133285","XM_022481572.1","membrane progestin receptor gamma-B-like",327.166666666667,"GO:0005575"
"LOC111133286","XM_022481533.1","uncharacterized",687.5,"GO:0043167"
"LOC111133286","XM_022481532.1","uncharacterized",687.5,"GO:0043167"
"LOC111133287","XM_022481534.1","uncharacterized",663.5,"GO:0043167"
"LOC111133287","XM_022481535.1","uncharacterized",663.5,"GO:0043167"
"LOC111133288","XM_022481540.1","uncharacterized",659.4,"GO:0043167"
"LOC111133288","XM_022481538.1","uncharacterized",659.4,"GO:0043167"
"LOC111133288","XM_022481541.1","uncharacterized",659.4,"GO:0043167"
"LOC111133288","XM_022481537.1","uncharacterized",659.4,"GO:0043167"
"LOC111133288","XM_022481539.1","uncharacterized",659.4,"GO:0043167"
"LOC111133289","XM_022481542.1","uncharacterized",644,"GO:0043167"
"LOC111133290","XM_022481543.1","uncharacterized",637,"GO:0043167"
"LOC111133291","XM_022481547.1","uncharacterized",634,"GO:0043167"
"LOC111133291","XM_022481544.1","uncharacterized",634,"GO:0043167"
"LOC111133291","XM_022481546.1","uncharacterized",634,"GO:0043167"
"LOC111133292","XM_022481548.1","uncharacterized",634,"GO:0043167"
"LOC111133292","XM_022481550.1","uncharacterized",634,"GO:0043167"
"LOC111133292","XM_022481549.1","uncharacterized",634,"GO:0043167"
"LOC111133292","XM_022481551.1","uncharacterized",634,"GO:0043167"
"LOC111133293","XM_022481552.1","uncharacterized",617,"GO:0043167"
"LOC111133294","XM_022481553.1","uncharacterized",607,"GO:0043167"
"LOC111133295","XM_022481555.1","uncharacterized",606,"GO:0043167"
"LOC111133300","XM_022481563.1","uncharacterized",503,"GO:0003674"
"LOC111133301","XM_022481564.1","equilibrative nucleoside transporter 1-like",473,"GO:0005575;GO:0022857"
"LOC111133301","XM_022481565.1","equilibrative nucleoside transporter 1-like",473,"GO:0005575;GO:0022857"
"LOC111133301","XM_022481567.1","equilibrative nucleoside transporter 1-like",473,"GO:0005575;GO:0022857"
"LOC111133301","XM_022481566.1","equilibrative nucleoside transporter 1-like",473,"GO:0005575;GO:0022857"
"LOC111133303","XM_022481702.1","ABC transporter G family member 22-like",651,"GO:0005575;GO:0016887;GO:0043167"
"LOC111133303","XM_022481610.1","ABC transporter G family member 22-like",651,"GO:0005575;GO:0016887;GO:0043167"
"LOC111133304","XM_022481573.1","mannose-6-phosphate isomerase-like",425,"GO:0005975;GO:0009058;GO:0016853;GO:0034641;GO:0043167;GO:0044281"
"LOC111133318","XM_022481586.1","secreted frizzled-related protein 5-like",378,"GO:0003674"
"LOC111133319","XM_022481583.1","protocadherin-like wing polarity protein stan",903.5,"GO:0005886;GO:0007155;GO:0043167"
"LOC111133319","XM_022481584.1","protocadherin-like wing polarity protein stan",903.5,"GO:0005886;GO:0007155;GO:0043167"
"LOC111133320","XM_022481585.1","multiple epidermal growth factor-like domains protein 11",242,"GO:0003674"
"LOC111133322","XM_022481587.1","G patch domain-containing protein 3-like",525,"GO:0002376;GO:0003674;GO:0006950;GO:0007165"
"LOC111133323","XM_022481588.1","yolk ferritin-like",224,"GO:0006810;GO:0042592;GO:0043167"
"LOC111133327","XM_022481605.1","CUGBP Elav-like family member 2",588.290322580645,"GO:0003674"
"LOC111133327","XM_022481623.1","CUGBP Elav-like family member 2",588.290322580645,"GO:0003674"
"LOC111133327","XM_022481619.1","CUGBP Elav-like family member 2",588.290322580645,"GO:0003674"
"LOC111133327","XM_022481594.1","CUGBP Elav-like family member 2",588.290322580645,"GO:0003674"
"LOC111133327","XM_022481627.1","CUGBP Elav-like family member 2",588.290322580645,"GO:0003674"
"LOC111133327","XM_022481607.1","CUGBP Elav-like family member 2",588.290322580645,"GO:0003674"
"LOC111133327","XM_022481606.1","CUGBP Elav-like family member 2",588.290322580645,"GO:0003674"
"LOC111133327","XM_022481621.1","CUGBP Elav-like family member 2",588.290322580645,"GO:0003674"
"LOC111133327","XM_022481620.1","CUGBP Elav-like family member 2",588.290322580645,"GO:0003674"
"LOC111133327","XM_022481618.1","CUGBP Elav-like family member 2",588.290322580645,"GO:0003674"
"LOC111133327","XM_022481613.1","CUGBP Elav-like family member 2",588.290322580645,"GO:0003674"
"LOC111133327","XM_022481595.1","CUGBP Elav-like family member 2",588.290322580645,"GO:0003674"
"LOC111133327","XM_022481597.1","CUGBP Elav-like family member 2",588.290322580645,"GO:0003674"
"LOC111133327","XM_022481626.1","CUGBP Elav-like family member 2",588.290322580645,"GO:0003674"
"LOC111133327","XM_022481628.1","CUGBP Elav-like family member 2",588.290322580645,"GO:0003674"
"LOC111133327","XM_022481625.1","CUGBP Elav-like family member 2",588.290322580645,"GO:0003674"
"LOC111133327","XM_022481615.1","CUGBP Elav-like family member 2",588.290322580645,"GO:0003674"
"LOC111133327","XM_022481616.1","CUGBP Elav-like family member 2",588.290322580645,"GO:0003674"
"LOC111133327","XM_022481608.1","CUGBP Elav-like family member 2",588.290322580645,"GO:0003674"
"LOC111133327","XM_022481617.1","CUGBP Elav-like family member 2",588.290322580645,"GO:0003674"
"LOC111133327","XM_022481624.1","CUGBP Elav-like family member 2",588.290322580645,"GO:0003674"
"LOC111133327","XM_022481614.1","CUGBP Elav-like family member 2",588.290322580645,"GO:0003674"
"LOC111133327","XM_022481596.1","CUGBP Elav-like family member 2",588.290322580645,"GO:0003674"
"LOC111133327","XM_022481601.1","CUGBP Elav-like family member 2",588.290322580645,"GO:0003674"
"LOC111133327","XM_022481598.1","CUGBP Elav-like family member 2",588.290322580645,"GO:0003674"
"LOC111133327","XM_022481600.1","CUGBP Elav-like family member 2",588.290322580645,"GO:0003674"
"LOC111133327","XM_022481612.1","CUGBP Elav-like family member 2",588.290322580645,"GO:0003674"
"LOC111133327","XM_022481609.1","CUGBP Elav-like family member 2",588.290322580645,"GO:0003674"
"LOC111133327","XM_022481602.1","CUGBP Elav-like family member 2",588.290322580645,"GO:0003674"
"LOC111133327","XM_022481603.1","CUGBP Elav-like family member 2",588.290322580645,"GO:0003674"
"LOC111133327","XM_022481604.1","CUGBP Elav-like family member 2",588.290322580645,"GO:0003674"
"LOC111133328","XM_022481622.1","uncharacterized",1901.66666666667,"GO:0007165"
"LOC111133328","XM_022481611.1","uncharacterized",1901.66666666667,"GO:0007165"
"LOC111133328","XM_022481599.1","uncharacterized",1901.66666666667,"GO:0007165"
"LOC111133329","XM_022481629.1","alpha-ketoglutarate-dependent 2,4-dichlorophenoxyacetate dioxygenase-like",298,"GO:0016491"
"LOC111133331","XM_022481631.1","GTP-binding protein Rit2-like",365,"GO:0003924;GO:0005575;GO:0007165;GO:0043167"
"LOC111133335","XM_022481637.1","cell growth-regulating nucleolar protein-like",334,"GO:0003677"
"LOC111133335","XM_022481636.1","cell growth-regulating nucleolar protein-like",334,"GO:0003677"
"LOC111133335","XM_022481634.1","cell growth-regulating nucleolar protein-like",334,"GO:0003677"
"LOC111133337","XM_022481640.1","non-homologous end-joining factor 1-like",327,"GO:0005634;GO:0006259;GO:0006950"
"LOC111133338","XM_022481641.1","CD2 antigen cytoplasmic tail-binding protein 2-like",352,"GO:0003674;GO:0005634;GO:0032991"
"LOC111133341","XM_022481648.1","integrator complex subunit 8-like",1095,"GO:0003674;GO:0034641"
"LOC111133341","XM_022481650.1","integrator complex subunit 8-like",1095,"GO:0003674;GO:0034641"
"LOC111133341","XM_022481647.1","integrator complex subunit 8-like",1095,"GO:0003674;GO:0034641"
"LOC111133341","XM_022481649.1","integrator complex subunit 8-like",1095,"GO:0003674;GO:0034641"
"LOC111133341","XM_022481646.1","integrator complex subunit 8-like",1095,"GO:0003674;GO:0034641"
"LOC111133343","XM_022481652.1","uncharacterized",395,"GO:0003674"
"LOC111133348","XM_022481659.1","diphosphomevalonate decarboxylase-like",383,"GO:0005829;GO:0006629;GO:0006790;GO:0009058;GO:0016829;GO:0034641;GO:0043167;GO:0044281;GO:0051186"
"LOC111133348","XM_022481658.1","diphosphomevalonate decarboxylase-like",383,"GO:0005829;GO:0006629;GO:0006790;GO:0009058;GO:0016829;GO:0034641;GO:0043167;GO:0044281;GO:0051186"
"LOC111133348","XM_022481657.1","diphosphomevalonate decarboxylase-like",383,"GO:0005829;GO:0006629;GO:0006790;GO:0009058;GO:0016829;GO:0034641;GO:0043167;GO:0044281;GO:0051186"
"LOC111133350","XM_022481670.1","pleckstrin homology domain-containing family G member 5-like",1303.42857142857,"GO:0007165;GO:0019899"
"LOC111133350","XM_022481664.1","pleckstrin homology domain-containing family G member 5-like",1303.42857142857,"GO:0007165;GO:0019899"
"LOC111133350","XM_022481674.1","pleckstrin homology domain-containing family G member 5-like",1303.42857142857,"GO:0007165;GO:0019899"
"LOC111133350","XM_022481668.1","pleckstrin homology domain-containing family G member 5-like",1303.42857142857,"GO:0007165;GO:0019899"
"LOC111133350","XM_022481671.1","pleckstrin homology domain-containing family G member 5-like",1303.42857142857,"GO:0007165;GO:0019899"
"LOC111133350","XM_022481663.1","pleckstrin homology domain-containing family G member 5-like",1303.42857142857,"GO:0007165;GO:0019899"
"LOC111133350","XM_022481672.1","pleckstrin homology domain-containing family G member 5-like",1303.42857142857,"GO:0007165;GO:0019899"
"LOC111133350","XM_022481665.1","pleckstrin homology domain-containing family G member 5-like",1303.42857142857,"GO:0007165;GO:0019899"
"LOC111133350","XM_022481667.1","pleckstrin homology domain-containing family G member 5-like",1303.42857142857,"GO:0007165;GO:0019899"
"LOC111133350","XM_022481675.1","pleckstrin homology domain-containing family G member 5-like",1303.42857142857,"GO:0007165;GO:0019899"
"LOC111133350","XM_022481661.1","pleckstrin homology domain-containing family G member 5-like",1303.42857142857,"GO:0007165;GO:0019899"
"LOC111133350","XM_022481673.1","pleckstrin homology domain-containing family G member 5-like",1303.42857142857,"GO:0007165;GO:0019899"
"LOC111133350","XM_022481669.1","pleckstrin homology domain-containing family G member 5-like",1303.42857142857,"GO:0007165;GO:0019899"
"LOC111133350","XM_022481662.1","pleckstrin homology domain-containing family G member 5-like",1303.42857142857,"GO:0007165;GO:0019899"
"LOC111133353","XM_022481681.1","BBSome-interacting protein 1-like",75,"GO:0005623;GO:0005929;GO:0022607;GO:0032991"
"LOC111133354","XM_022481683.1","uncharacterized",806.5,"GO:0003674"
"LOC111133354","XM_022481682.1","uncharacterized",806.5,"GO:0003674"
"LOC111133355","XM_022481684.1","neo-calmodulin-like",177,"GO:0043167"
"LOC111133355","XM_022481686.1","neo-calmodulin-like",177,"GO:0043167"
"LOC111133356","XM_022481687.1","vacuolar protein sorting-associated protein 37B-like",218,"GO:0005768;GO:0016192;GO:0032991"
"LOC111133356","XM_022481688.1","vacuolar protein sorting-associated protein 37B-like",218,"GO:0005768;GO:0016192;GO:0032991"
"LOC111133364","XM_022481700.1","uncharacterized",1969,"GO:0003674"
"LOC111133364","XM_022481699.1","uncharacterized",1969,"GO:0003674"
"LOC111133367","XM_022481705.1","uncharacterized",1958,"GO:0003674;GO:0006259"
"LOC111133367","XM_022481704.1","uncharacterized",1958,"GO:0003674;GO:0006259"
"LOC111133368","XM_022481706.1","transforming growth factor beta regulator 1-like",443.5,"GO:0005634;GO:0008283"
"LOC111133368","XM_022481707.1","transforming growth factor beta regulator 1-like",443.5,"GO:0005634;GO:0008283"
"LOC111133369","XM_022481708.1","zinc finger protein 384-like",278,"GO:0003674"
"LOC111133370","XM_022481709.1","probable G-protein coupled receptor 139",378,"GO:0003674;GO:0005575;GO:0007165"
"LOC111133371","XM_022481710.1","histamine H2 receptor-like",477,"GO:0003674;GO:0005575;GO:0007165"
"LOC111133372","XM_022481722.1","uncharacterized",658.5,"GO:0003674;GO:0007165"
"LOC111133372","XM_022481713.1","uncharacterized",658.5,"GO:0003674;GO:0007165"
"LOC111133379","XM_022481723.1","H(+)/Cl(-) exchange transporter 7-like",841.777777777778,"GO:0005575;GO:0022857"
"LOC111133379","XM_022481728.1","H(+)/Cl(-) exchange transporter 7-like",841.777777777778,"GO:0005575;GO:0022857"
"LOC111133379","XM_022481729.1","H(+)/Cl(-) exchange transporter 7-like",841.777777777778,"GO:0005575;GO:0022857"
"LOC111133379","XM_022481727.1","H(+)/Cl(-) exchange transporter 7-like",841.777777777778,"GO:0005575;GO:0022857"
"LOC111133379","XM_022481726.1","H(+)/Cl(-) exchange transporter 7-like",841.777777777778,"GO:0005575;GO:0022857"
"LOC111133379","XM_022481721.1","H(+)/Cl(-) exchange transporter 7-like",841.777777777778,"GO:0005575;GO:0022857"
"LOC111133379","XM_022481730.1","H(+)/Cl(-) exchange transporter 7-like",841.777777777778,"GO:0005575;GO:0022857"
"LOC111133379","XM_022481724.1","H(+)/Cl(-) exchange transporter 7-like",841.777777777778,"GO:0005575;GO:0022857"
"LOC111133379","XM_022481725.1","H(+)/Cl(-) exchange transporter 7-like",841.777777777778,"GO:0005575;GO:0022857"
"LOC111133380","XM_022481731.1","uncharacterized",593,"GO:0043167"
"LOC111133381","XM_022481736.1","ceramide kinase-like",428.6,"GO:0016301;GO:0034641;GO:0044281;GO:0051186"
"LOC111133381","XM_022481733.1","ceramide kinase-like",428.6,"GO:0016301;GO:0034641;GO:0044281;GO:0051186"
"LOC111133381","XM_022481734.1","ceramide kinase-like",428.6,"GO:0016301;GO:0034641;GO:0044281;GO:0051186"
"LOC111133381","XM_022481732.1","ceramide kinase-like",428.6,"GO:0016301;GO:0034641;GO:0044281;GO:0051186"
"LOC111133381","XM_022481735.1","ceramide kinase-like",428.6,"GO:0016301;GO:0034641;GO:0044281;GO:0051186"
"LOC111133382","XM_022481737.1","methenyltetrahydrofolate synthase domain-containing protein-like",525,"GO:0003674"
"LOC111133383","XM_022481738.1","ceramide kinase-like",426,"GO:0016301;GO:0034641;GO:0044281;GO:0051186"
"LOC111133383","XM_022481739.1","ceramide kinase-like",426,"GO:0016301;GO:0034641;GO:0044281;GO:0051186"
"LOC111133383","XM_022481740.1","ceramide kinase-like",426,"GO:0016301;GO:0034641;GO:0044281;GO:0051186"
"LOC111133384","XM_022481741.1","guanine nucleotide-binding protein G(s) subunit alpha-like",378,"GO:0003924;GO:0007165;GO:0043167"
"LOC111133386","XM_022481743.1","putative methyltransferase DDB_G0268948",288,"GO:0008168"
"LOC111133388","XM_022481745.1","signal transducing adapter molecule 2-like",541,"GO:0003674;GO:0006810"
"LOC111133392","XM_022481749.1","kynurenine formamidase-like",283,"GO:0006520;GO:0009056;GO:0016810;GO:0034641"
"LOC111133392","XM_022481748.1","kynurenine formamidase-like",283,"GO:0006520;GO:0009056;GO:0016810;GO:0034641"
"LOC111133392","XM_022481746.1","kynurenine formamidase-like",283,"GO:0006520;GO:0009056;GO:0016810;GO:0034641"
"LOC111133392","XM_022481747.1","kynurenine formamidase-like",283,"GO:0006520;GO:0009056;GO:0016810;GO:0034641"
"LOC111133398","XM_022481761.1","beta-hexosaminidase subunit alpha-like",994,"GO:0005975;GO:0006629;GO:0009056;GO:0016798"
"LOC111133398","XM_022481767.1","beta-hexosaminidase subunit alpha-like",994,"GO:0005975;GO:0006629;GO:0009056;GO:0016798"
"LOC111133398","XM_022481769.1","beta-hexosaminidase subunit alpha-like",994,"GO:0005975;GO:0006629;GO:0009056;GO:0016798"
"LOC111133398","XM_022481765.1","beta-hexosaminidase subunit alpha-like",994,"GO:0005975;GO:0006629;GO:0009056;GO:0016798"
"LOC111133398","XM_022481770.1","beta-hexosaminidase subunit alpha-like",994,"GO:0005975;GO:0006629;GO:0009056;GO:0016798"
"LOC111133398","XM_022481762.1","beta-hexosaminidase subunit alpha-like",994,"GO:0005975;GO:0006629;GO:0009056;GO:0016798"
"LOC111133398","XM_022481768.1","beta-hexosaminidase subunit alpha-like",994,"GO:0005975;GO:0006629;GO:0009056;GO:0016798"
"LOC111133398","XM_022481771.1","beta-hexosaminidase subunit alpha-like",994,"GO:0005975;GO:0006629;GO:0009056;GO:0016798"
"LOC111133398","XM_022481766.1","beta-hexosaminidase subunit alpha-like",994,"GO:0005975;GO:0006629;GO:0009056;GO:0016798"
"LOC111133398","XM_022481764.1","beta-hexosaminidase subunit alpha-like",994,"GO:0005975;GO:0006629;GO:0009056;GO:0016798"
"LOC111133398","XM_022481763.1","beta-hexosaminidase subunit alpha-like",994,"GO:0005975;GO:0006629;GO:0009056;GO:0016798"
"LOC111133403","XM_022481806.1","rap1 GTPase-activating protein 1-like",827.0625,"GO:0007165;GO:0030234"
"LOC111133403","XM_022481808.1","rap1 GTPase-activating protein 1-like",827.0625,"GO:0007165;GO:0030234"
"LOC111133403","XM_022481796.1","rap1 GTPase-activating protein 1-like",827.0625,"GO:0007165;GO:0030234"
"LOC111133403","XM_022481803.1","rap1 GTPase-activating protein 1-like",827.0625,"GO:0007165;GO:0030234"
"LOC111133403","XM_022481795.1","rap1 GTPase-activating protein 1-like",827.0625,"GO:0007165;GO:0030234"
"LOC111133403","XM_022481797.1","rap1 GTPase-activating protein 1-like",827.0625,"GO:0007165;GO:0030234"
"LOC111133403","XM_022481800.1","rap1 GTPase-activating protein 1-like",827.0625,"GO:0007165;GO:0030234"
"LOC111133403","XM_022481799.1","rap1 GTPase-activating protein 1-like",827.0625,"GO:0007165;GO:0030234"
"LOC111133403","XM_022481805.1","rap1 GTPase-activating protein 1-like",827.0625,"GO:0007165;GO:0030234"
"LOC111133403","XM_022481791.1","rap1 GTPase-activating protein 1-like",827.0625,"GO:0007165;GO:0030234"
"LOC111133403","XM_022481807.1","rap1 GTPase-activating protein 1-like",827.0625,"GO:0007165;GO:0030234"
